rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence,num_genes_associated_with_rxn
GLYVESSEC,Glycine secretion via secretory vesicle (ATP driven),"Transport, extracellular",2117,,SLC32A1,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * Glycine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Glycine [e]
SLC32A1",4.0,1
GMAND,GDP-D-mannose dehydratase,Fructose and mannose metabolism,2118,4.2.1.47,GMDS,"1.00 * GDP-alpha-D-mannose(2-) [c] --> 1.00 * Water [c] + 1.00 * GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-) [c]
GMDS",0.0,1
GMPR,GMP reductase,Nucleotide interconversion,2119,1.7.1.7,GMPR; GMPR2,"2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * GMP [c] --> 1.00 * Ammonium [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * IMP [c]
GMPR; GMPR2",4.0,2
GMPS2,GMP synthase,Nucleotide interconversion,2120,,GMPS,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * L-glutamine [c] + 1.00 * Xanthosine 5'-phosphate [c] --> 2.00 * proton [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * GMP [c]
GMPS",4.0,1
GND,phosphogluconate dehydrogenase,Pentose phosphate pathway,2123,1.1.1.44,PGD,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 6-Phospho-D-gluconate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * carbon dioxide [c] + 1.00 * D-ribulose 5-phosphate(2-) [c]
PGD",4.0,1
GNMT,glycine N-methyltransferase,"Glycine, serine, alanine and threonine metabolism",2125,2.1.1.20,GNMT,"1.00 * S-Adenosyl-L-methionine [c] + 1.00 * Glycine [c] --> 1.00 * proton [c] + 1.00 * S-Adenosyl-L-homocysteine [c] + 1.00 * Sarcosine [c]
GNMT",4.0,1
GPAM_hs,glycerol-3-phosphate acyltransferase,Triacylglycerol synthesis,2130,2.3.1.15,GPAM; MBOAT2,"1.00 * R total Coenzyme A [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * Coenzyme A [c] + 1.00 * lysophosphatidic acid [c]
GPAM; MBOAT2",4.0,2
GPAMm_hs,glycerol-3-phosphate acyltransferase,Triacylglycerol synthesis,2131,2.3.1.15,GPAM; GPAT2; GPAT3; GPAT4,"1.00 * R total Coenzyme A [m] + 1.00 * Glycerol 3-phosphate [m] --> 1.00 * Coenzyme A [m] + 1.00 * lysophosphatidic acid [m]
GPAM; GPAT2; GPAT3; GPAT4",4.0,4
GPIAT,glucosaminylphosphatidyl inositol acetyltransferase,Phosphatidylinositol phosphate metabolism,2133,,PIGW,"1.00 * 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [c] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [c] --> 1.00 * Coenzyme A [c] + 1.00 * glucosaminyl-acylphosphatidylinositol [c]
PIGW",4.0,1
GRTT,geranyltranstransferase,Cholesterol metabolism,2142,2.5.1.10,GGPS1,"1.00 * Isopentenyl diphosphate [c] + 1.00 * Geranyl diphosphate [c] --> 1.00 * Diphosphate [c] + 1.00 * Farnesyl diphosphate [c]
GGPS1",2.0,1
GSNt,guanosine facilated transport in cytosol,"Transport, extracellular",2145,,SLC29A1; SLC29A2,"1.00 * Guanosine [e] --> 1.00 * Guanosine [c]
SLC29A1; SLC29A2",4.0,2
GSNt4,guanosine transport in via sodium symport,"Transport, extracellular",2146,,SLC28A2; SLC28A3,"1.00 * Sodium [e] + 1.00 * Guanosine [e] --> 1.00 * Sodium [c] + 1.00 * Guanosine [c]
SLC28A2; SLC28A3",4.0,2
GSNtm,guanosine facilated transport in mitochondria,"Transport, mitochondrial",2148,,SLC29A1,"1.00 * Guanosine [c] --> 1.00 * Guanosine [m]
SLC29A1",4.0,1
GTHO,glutathione oxidoreductase,Glutamate metabolism,2152,1.8.1.7,GSR,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Oxidized glutathione [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 2.00 * Reduced glutathione [c]
GSR",2.0,1
GTHOm,glutathione oxidoreductase,Glutamate metabolism,2153,1.8.1.7,GSR,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * Oxidized glutathione [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 2.00 * Reduced glutathione [m]
GSR",2.0,1
GTHP,glutathione peroxidase,Glutathione metabolism,2154,1.11.1.9,GPX1; GPX2; GPX4; PRDX1; PRDX2,"1.00 * Hydrogen peroxide [c] + 2.00 * Reduced glutathione [c] --> 2.00 * Water [c] + 1.00 * Oxidized glutathione [c]
GPX1; GPX2; GPX4; PRDX1; PRDX2",4.0,5
GTHPe,glutathione peroxidase (e),Glutathione metabolism,2155,1.11.1.9,GPX1; GPX2; GPX3; GPX6; GPX7,"2.00 * Reduced glutathione [e] + 1.00 * Hydrogen peroxide [e] --> 2.00 * Water [e] + 1.00 * Oxidized glutathione [e]
GPX1; GPX2; GPX3; GPX6; GPX7",4.0,5
GTHPm,"glutathione peroxidase, mitochondria",Glutathione metabolism,2156,1.11.1.9,GPX1; GPX4; PRDX3,"1.00 * Hydrogen peroxide [m] + 2.00 * Reduced glutathione [m] --> 2.00 * Water [m] + 1.00 * Oxidized glutathione [m]
GPX1; GPX4; PRDX3",4.0,3
GTHS,glutathione synthetase,Glutathione metabolism,2159,,GSS,"1.00 * ATP [c] + 1.00 * Glycine [c] + 1.00 * gamma-L-Glutamyl-L-cysteine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Reduced glutathione [c]
GSS",4.0,1
GTMLTe,g-glutamyltransferase (e),Glutathione metabolism,2160,2.3.2.2,GGT1,"1.00 * L-alanine [c] + 1.00 * Reduced glutathione [c] --> 1.00 * L-cysteinylglycine [e] + 1.00 * 5-L-Glutamyl-L-alanine [e]
GGT1",4.0,1
GTPCI,GTP cyclohydrolase I,Tetrahydrobiopterin metabolism,2161,3.5.4.16,GCH1,"1.00 * Water [c] + 1.00 * GTP [c] --> 1.00 * proton [c] + 1.00 * Formate [c] + 1.00 * 7,8-dihydroneopterin 3'-triphosphate(4-) [c]
GCH1",4.0,1
GUACYC,guanylate cyclase,Nucleotide interconversion,2164,4.6.1.2,GUCY1A2; GUCY1A3; GUCY1B3; GUCY2C; GUCY2E; GUCY2F; NPR1; NPR2,"1.00 * GTP [c] --> 1.00 * 3',5'-cyclic GMP(1-) [c] + 1.00 * Diphosphate [c]
GUCY1A2; GUCY1A3; GUCY1B3; GUCY2C; GUCY2E; GUCY2F; NPR1; NPR2",4.0,8
GUAD,guanine deaminase,Purine catabolism,2165,3.5.4.3,GDA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Guanine [c] --> 1.00 * Ammonium [c] + 1.00 * Xanthine [c]
GDA",4.0,1
GUAPRT,guanine phosphoribosyltransferase,Nucleotide salvage pathway,2166,2.4.2.8,HPRT,"1.00 * 5-Phospho-alpha-D-ribose 1-diphosphate [c] + 1.00 * Guanine [c] --> 1.00 * Diphosphate [c] + 1.00 * GMP [c]
HPRT",4.0,1
GUAt,Guanine transport,"Transport, extracellular",2167,,SLC29A2,"1.00 * Guanine [e] --> 1.00 * Guanine [c]
SLC29A2",4.0,1
H2CO3D,carboxylic acid dissociation,Miscellaneous,2173,4.2.1.1,CAR1; CAR12; CAR13; CAR14; CAR2; CAR3; CAR4; CAR6; CAR7; CAR9,"1.00 * Water [c] + 1.00 * carbon dioxide [c] --> 1.00 * proton [c] + 1.00 * Bicarbonate [c]
CAR1; CAR12; CAR13; CAR14; CAR2; CAR3; CAR4; CAR6; CAR7; CAR9",0.0,10
H2CO3Dm,carboxylic acid dissociation,Miscellaneous,2174,4.2.1.1,CAR5A; CAR5B,"1.00 * Water [m] + 1.00 * carbon dioxide [m] --> 1.00 * proton [m] + 1.00 * Bicarbonate [m]
CAR5A; CAR5B",4.0,2
H2O2syn,Hydrogen peroxide synthesis (NADPH dependent),Tyrosine metabolism,2178,,DUOX1; DUOX2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c]
DUOX1; DUOX2",2.0,2
H2Ot,H2O transport via diffusion,"Transport, extracellular",2184,,AQP1; AQP2; AQP4; AQP5; AQP8; MIP,"1.00 * Water [e] --> 1.00 * Water [c]
AQP1; AQP2; AQP4; AQP5; AQP8; MIP",4.0,6
H2Otm,"H2O transport, mitochondrial","Transport, mitochondrial",2188,,AQP8,"1.00 * Water [c] --> 1.00 * Water [m]
AQP8",4.0,1
HACD1m,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria),Tryptophan metabolism,2211,1.1.1.35,HADH; HADHA; HADHB; HSD17B10,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetoacetyl-CoA [m] --> 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-3-hydroxybutanoyl-CoA(4-) [m]
HADH; HADHA; HADHB; HSD17B10",1.0,4
HACD9m,"3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial","Valine, leucine, and isoleucine metabolism",2213,1.1.1.35,EHHADH; HADH; HSD17B10,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 2-methylacetoacetyl-CoA(4-) [m]
EHHADH; HADH; HSD17B10",4.0,3
HAS1,hyaluronan synthase,Hyaluronan metabolism,2214,2.4.1.212,HAS1; HAS2; HAS3,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [c] + 1.00 * UDP-D-glucuronate [c] --> 2.00 * proton [c] + 2.00 * UDP [c] + 1.00 * hyaluronan biosynthesis, precursor 1 [e]
HAS1; HAS2; HAS3",4.0,3
HAS2,hyaluronan synthase,Hyaluronan metabolism,2215,2.4.1.212,HAS1; HAS2; HAS3,"1.00 * hyaluronan biosynthesis, precursor 1 [e] + 1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [c] + 1.00 * UDP-D-glucuronate [c] --> 2.00 * proton [c] + 2.00 * UDP [c] + 1.00 * hyaluronan [e]
HAS1; HAS2; HAS3",4.0,3
HBZOPT10m,Hydroxybenzoate Decaprenyltransferase,Ubiquinone synthesis,2217,,COQ2,"1.00 * 4-hydroxybenzoate [m] + 1.00 * all trans Decaprenyl diphosphate [m] --> 1.00 * 3-Decaprenyl-4-hydroxybenzoate [m] + 1.00 * Diphosphate [m]
COQ2",4.0,1
HCO3_CLt,bicarbonate transport (Cl-/HCO3- exchange),"Transport, extracellular",2218,,SLC4A1; SLC4A2; SLC4A3; SLC4A9,"1.00 * Bicarbonate [e] + 1.00 * Chloride [c] --> 1.00 * Bicarbonate [c] + 1.00 * Chloride [e]
SLC4A1; SLC4A2; SLC4A3; SLC4A9",4.0,4
HDCAtr,fatty acid transport via diffusion,"Transport, extracellular",2221,,SLC27A5,"1.00 * Hexadecanoate (n-C16:0) [e] --> 1.00 * Hexadecanoate (n-C16:0) [c]
SLC27A5",2.0,1
HDCEAtr,fatty acid transport via diffusion,"Transport, extracellular",2222,,SLC27A2,"1.00 * Hexadecenoate (n-C16:1) [e] --> 1.00 * Hexadecenoate (n-C16:1) [c]
SLC27A2",2.0,1
HEX1,hexokinase (D-glucose:ATP),Glycolysis/gluconeogenesis,2226,,GCK; HK1; HK2; HK3; HKDC1,"1.00 * ATP [c] + 1.00 * D-glucose [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * D-Glucose 6-phosphate [c]
GCK; HK1; HK2; HK3; HKDC1",2.0,5
HEX10,hexokinase (D-glucosamine:ATP),Aminosugar metabolism,2227,2.7.1.1,GCK; HK1; HK2; HK3; HKDC1,"1.00 * ATP [c] + 1.00 * D-Glucosamine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * D-Glucosamine 6-phosphate [c]
GCK; HK1; HK2; HK3; HKDC1",1.0,5
HEX4,hexokinase (D-mannose:ATP),Fructose and mannose metabolism,2228,2.7.1.7,GCK; HK1; HK2; HK3; HKDC1,"1.00 * ATP [c] + 1.00 * D-Mannose [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * D-Mannose 6-phosphate [c]
GCK; HK1; HK2; HK3; HKDC1",2.0,5
HEX7,hexokinase (D-fructose:ATP),Fructose and mannose metabolism,2229,2.7.1.1,GCK; HK1; HK2; HK3; HKDC1,"1.00 * ATP [c] + 1.00 * D-Fructose [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * D-Fructose 6-phosphate [c]
GCK; HK1; HK2; HK3; HKDC1",2.0,5
HEXCCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,2231,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * Hexacosanoyl-CoA (n-C26:0CoA) [c] --> 1.00 * Coenzyme A [c] + 1.00 * hexacosanoyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
HEXCCPT2,carnitine transferase,Fatty acid oxidation,2232,,CPT2,"1.00 * Coenzyme A [m] + 1.00 * hexacosanoyl carnitine [m] --> 1.00 * L-Carnitine [m] + 1.00 * Hexacosanoyl-CoA (n-C26:0CoA) [m]
CPT2",4.0,1
HEXCCRNt,transport into the mitochondria (carnitine),Fatty acid oxidation,2233,,SLC25A20,"1.00 * hexacosanoyl carnitine [c] --> 1.00 * hexacosanoyl carnitine [m]
SLC25A20",4.0,1
HGNTOR,"Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)",Tyrosine metabolism,2235,1.13.11.5,HGD,"1.00 * O2 [c] + 1.00 * homogentisate [c] --> 1.00 * proton [c] + 1.00 * 4-maleylacetoacetate [c]
HGD",4.0,1
HIBDm,"3-hydroxyisobutyrate dehydrogenase, mitochondrial","Valine, leucine, and isoleucine metabolism",2236,1.1.1.31,HIBADH,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 3-hydroxy-2-methylpropanoate [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 2-methyl-3-oxopropanoate [m]
HIBADH",4.0,1
HISD,histidase,Histidine metabolism,2237,4.3.1.3,HAL,"1.00 * L-histidine [c] --> 1.00 * Ammonium [c] + 1.00 * Urocanate [c]
HAL",4.0,1
HISDC,histidine decarboxylase,Histidine metabolism,2238,4.1.1.28,DDC; HDC,"1.00 * proton [c] + 1.00 * L-histidine [c] --> 1.00 * carbon dioxide [c] + 1.00 * histamium [c]
DDC; HDC",4.0,2
HISt4,L-histidine transport in via sodium symport,"Transport, extracellular",2239,,SLC38A2; SLC6A14,"1.00 * Sodium [e] + 1.00 * L-histidine [e] --> 1.00 * Sodium [c] + 1.00 * L-histidine [c]
SLC38A2; SLC6A14",4.0,2
HISTASE,Histaminase,Histidine metabolism,2240,1.4.3.6,AOC1; AOC2,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * histamium [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * imidazole-4-acetaldehyde [c]
AOC1; AOC2",4.0,2
HISTAtu,Histamine uniport,"Transport, extracellular",2241,,SLC22A2; SLC22A3; SLC22A5,"1.00 * histamium [e] --> 1.00 * histamium [c]
SLC22A2; SLC22A3; SLC22A5",4.0,3
HISTAVESSEC,Histamine secretion via secretory vesicle (ATP driven),"Transport, extracellular",2242,,SLC18A1; SLC18A2,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * histamium [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * histamium [e]
SLC18A1; SLC18A2",4.0,2
HIStiDF,L-histidine transport via diffusion (extracellular to cytosol),"Transport, extracellular",2243,,SLC38A4,"1.00 * L-histidine [e] --> 1.00 * L-histidine [c]
SLC38A4",4.0,1
HIStN1,"Histidine transport (Na, H coupled)","Transport, extracellular",2244,,SLC38A3,"1.00 * proton [c] + 2.00 * Sodium [e] + 1.00 * L-histidine [e] --> 1.00 * proton [e] + 2.00 * Sodium [c] + 1.00 * L-histidine [c]
SLC38A3",4.0,1
HKt,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase,"Transport, extracellular",2245,3.6.3.10,ATP4A; ATP4B,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * potassium [e] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * proton [e] + 1.00 * potassium [c]
ATP4A; ATP4B",4.0,2
HKYNH,3-Hydroxy-L-kynurenine hydrolase,Tryptophan metabolism,2246,3.7.1.3,KYNU,"1.00 * Water [c] + 1.00 * 3-hydroxy-L-kynurenine [c] --> 1.00 * 3-hydroxyanthranilate [c] + 1.00 * L-alanine [c]
KYNU",4.0,1
HMBS,hydroxymethylbilane synthase,Heme synthesis,2247,4.3.1.8,HMBS,"1.00 * Water [c] + 4.00 * Porphobilinogen [c] --> 4.00 * Ammonium [c] + 1.00 * Hydroxymethylbilane [c]
HMBS",2.0,1
HMGCOASi,Hydroxymethylglutaryl CoA synthase (ir),Cholesterol metabolism,2249,4.1.3.5,HMGCS1,"1.00 * Water [c] + 1.00 * Acetoacetyl-CoA [c] + 1.00 * Acetyl-CoA [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * Hydroxymethylglutaryl-CoA [c]
HMGCS1",4.0,1
HMGCOASim,Hydroxymethylglutaryl CoA synthase (ir),Cholesterol metabolism,2250,4.1.3.5,HMGCS2,"1.00 * Water [m] + 1.00 * Acetyl-CoA [m] + 1.00 * Acetoacetyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Coenzyme A [m] + 1.00 * Hydroxymethylglutaryl-CoA [m]
HMGCS2",4.0,1
HMGLm,hydroxymethylglutaryl-CoA lyase,Cholesterol metabolism,2253,4.1.3.4,HMGCL; HMGCLL1,"1.00 * Hydroxymethylglutaryl-CoA [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * acetoacetate [m]
HMGCL; HMGCLL1",4.0,2
HOMt4,L-homoserine via sodium symport,"Transport, extracellular",2255,,SLC7A1; SLC7A2; SLC7A3,"1.00 * Sodium [e] + 1.00 * L-homoserine [e] --> 1.00 * Sodium [c] + 1.00 * L-homoserine [c]
SLC7A1; SLC7A2; SLC7A3",4.0,3
HOXG,Heme oxygenase 1,Heme degradation,2256,1.14.99.3,HMOX1; HMOX2,"3.00 * O2 [c] + 5.00 * proton [c] + 3.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Protoheme [c] --> 3.00 * Water [c] + 3.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * biliverdin(2-) [c] + 1.00 * carbon monoxide [c] + 1.00 * Fe2+ [c]
HMOX1; HMOX2",0.0,2
HPDCACRNCPT1,carnitine fatty-acyl transferase,Fatty acid oxidation,2259,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * heptadecanoyl coa [c] --> 1.00 * Coenzyme A [c] + 1.00 * heptadecanoyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
HPDCACRNCPT2,heptadecanoate transport into the mitochondria,Fatty acid oxidation,2260,,CPT2,"1.00 * Coenzyme A [m] + 1.00 * heptadecanoyl carnitine [m] --> 1.00 * L-Carnitine [m] + 1.00 * heptadecanoyl coa [m]
CPT2",4.0,1
HPDCACRNt,heptadecanoate transport into the mitochondria,Fatty acid oxidation,2261,,SLC25A20,"1.00 * heptadecanoyl carnitine [c] --> 1.00 * heptadecanoyl carnitine [m]
SLC25A20",4.0,1
HPYRR2x,hydroxypyruvate reductase (NADH),Glyoxylate and dicarboxylate metabolism,2265,1.1.1.27,LDHA; LDHAL6B; LDHB; LDHC; LDHD,"3.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 2.00 * 3-hydroxypyruvate [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 2.00 * (S)-Glycerate [c]
LDHA; LDHAL6B; LDHB; LDHC; LDHD",2.0,5
HPYRRy,Hydroxypyruvate reductase (NADPH),Glyoxylate and dicarboxylate metabolism,2266,1.1.1.79,GRHPR,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 3-hydroxypyruvate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * D-glycerate [c]
GRHPR",4.0,1
HSD17B1,testicular 17-beta-hydroxysteroid dehydrogenase,Steroid metabolism,2279,1.1.1.62,H2-KE6; HSD17B1,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * estrone [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * estradiol [c]
H2-KE6; HSD17B1",4.0,2
HSD3B11,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,Steroid metabolism,2288,,HSD3B2,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * pregnenolone [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * progesterone [c]
HSD3B2",4.0,1
HSD3B13,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,Steroid metabolism,2291,,HSD3B2,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 17alpha-hydroxypregnenolone [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 17alpha-hydroxyprogesterone [c]
HSD3B2",4.0,1
Htm,Uncoupling protein,"Transport, mitochondrial",2301,,SLC25A14; SLC25A27; UCP1; UCP2; UCP3,"1.00 * proton [c] --> 1.00 * proton [m]
SLC25A14; SLC25A27; UCP1; UCP2; UCP3",4.0,5
HXPRT,hypoxanthine phosphoribosyltransferase (Hypoxanthine),Nucleotide salvage pathway,2306,2.4.2.8,HPRT,"1.00 * 5-Phospho-alpha-D-ribose 1-diphosphate [c] + 1.00 * Hypoxanthine [c] --> 1.00 * Diphosphate [c] + 1.00 * IMP [c]
HPRT",4.0,1
HYXNt,Hypoxanthine transport,"Transport, extracellular",2309,,SLC29A2,"1.00 * Hypoxanthine [e] --> 1.00 * Hypoxanthine [c]
SLC29A2",4.0,1
ICDHxm,Isocitrate dehydrogenase (NAD+),Citric acid cycle,2310,1.1.1.41,IDH3A; IDH3B; IDH3G,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * Isocitrate [m] --> 1.00 * 2-Oxoglutarate [m] + 1.00 * carbon dioxide [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m]
IDH3A; IDH3B; IDH3G",0.0,3
ICDHy,isocitrate dehydrogenase (NADP),Citric acid cycle,2311,1.1.1.42,IDH1,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * Isocitrate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 2-Oxoglutarate [c] + 1.00 * carbon dioxide [c]
IDH1",4.0,1
ICDHyrm,Isocitrate dehydrogenase (NADP+),Citric acid cycle,2313,1.1.1.42,IDH2,"1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * Isocitrate [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 2-Oxoglutarate [m] + 1.00 * carbon dioxide [m]
IDH2",4.0,1
IDHPOXOX2b,Iodide:hydrogen-peroxide oxidoreductase 2,Tyrosine metabolism,2314,1.11.1.8,TPO,"1.00 * 3-iodo-L-tyrosine [c] + 2.00 * Iodine [c] --> 1.00 * proton [c] + 1.00 * iodide [c] + 1.00 * 3,5-diiodo-L-tyrosine [c]
TPO",4.0,1
IDHPOXOX3,Iodide:hydrogen-peroxide oxidoreductase 3,Tyrosine metabolism,2315,1.11.1.8,TPO,"1.00 * Hydrogen peroxide [c] + 1.00 * 3-iodo-L-tyrosine [c] + 1.00 * 3,5-diiodo-L-tyrosine [c] --> 2.00 * Water [c] + 1.00 * 2-aminoacrylic acid [c] + 1.00 * 3,3',5-triiodo-L-thyronine [c]
TPO",4.0,1
IDHPOXOX4,Iodide:hydrogen-peroxide oxidoreductase 4,Tyrosine metabolism,2316,1.11.1.8,TPO,"1.00 * Hydrogen peroxide [c] + 2.00 * 3,5-diiodo-L-tyrosine [c] --> 2.00 * Water [c] + 1.00 * 2-aminoacrylic acid [c] + 1.00 * L-thyroxine [c]
TPO",4.0,1
IDHPOXOXb,Iodide:hydrogen-peroxide oxidoreductase,Tyrosine metabolism,2317,1.11.1.8,TPO,"2.00 * Iodine [c] + 1.00 * L-tyrosine [c] --> 1.00 * proton [c] + 1.00 * iodide [c] + 1.00 * 3-iodo-L-tyrosine [c]
TPO",4.0,1
ILEt4,L-isoleucine transport in via sodium symport,"Transport, extracellular",2324,,ACE2; SLC6A14; SLC6A19; TMEM27,"1.00 * Sodium [e] + 1.00 * L-isoleucine [e] --> 1.00 * Sodium [c] + 1.00 * L-isoleucine [c]
ACE2; SLC6A14; SLC6A19; TMEM27",2.0,4
ILETA,isoleucine transaminase,"Valine, leucine, and isoleucine metabolism",2326,2.6.1.42,BCAT1,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-isoleucine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * 3-methyl-2-oxopentanoate [c]
BCAT1",4.0,1
ILETAm,"isoleucine transaminase, mitochondrial","Valine, leucine, and isoleucine metabolism",2327,2.6.1.42,BCAT2,"1.00 * 2-Oxoglutarate [m] + 1.00 * L-isoleucine [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * 3-methyl-2-oxopentanoate [m]
BCAT2",4.0,1
ILEtec,L-isoleucine transport via diffusion (extracellular to cytosol),"Transport, extracellular",2328,,SLC43A1; SLC43A2,"1.00 * L-isoleucine [e] --> 1.00 * L-isoleucine [c]
SLC43A1; SLC43A2",4.0,2
IMACTD,Imidazole acetaldeyde dehydrogenase,Histidine metabolism,2329,1.2.1.3,ALDH1A1; ALDH1A2; ALDH3A2; ALDH7A1; ALDH9A1,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * imidazole-4-acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * imidazol-4-ylacetate [c]
ALDH1A1; ALDH1A2; ALDH3A2; ALDH7A1; ALDH9A1",2.0,5
IMACTD_m,Imidazole acetaldeyde dehydrogenase (mito),Histidine metabolism,2330,1.5.1.12,ALDH1B1; ALDH2; ALDH4A1,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * imidazole-4-acetaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * imidazol-4-ylacetate [m]
ALDH1B1; ALDH2; ALDH4A1",2.0,3
