metabolite_id,metabolite_no_compartment,compartment,metabolite_name,degree,kegg_id,hmdb_id
normete_L[c],normete_L,[c],L-Normetanephrine,2,C05589,HMDB00819
3mgcoa[m],3mgcoa,[m],trans-3-methylglutaconyl-CoA(5-),2,C03231,HMDB01057
malcoa[x],malcoa,[x],Malonyl-CoA,2,C00083,HMDB01175
mercplac[c],mercplac,[c],3-Mercaptolactate,2,C05823,HMDB02127
mercplaccys[c],mercplaccys,[c],3-mercaptolactate-cysteine disulfide,2,NA,HMDB06512
5mdru1p[c],5mdru1p,[c],5-Methylthio-5-deoxy-D-ribulose 1-phosphate,2,C04582,HMDB01299
mescon[m],mescon,[m],Mesaconate,2,C01732,HMDB00749
6hoxmelatn[c],6hoxmelatn,[c],6-Hydroxymelatonin,2,C05643,HMDB04081
meoh[l],meoh,[l],methanol,2,C00132,HMDB01875
mepi[c],mepi,[c],Metanephrine,2,C05588,HMDB04063
mev_R[x],mev_R,[x],(R)-mevalonate,2,C00418,HMDB00227
5pmev[x],5pmev,[x],(R)-5-phosphonatomevalonate(3-),2,C01107,HMDB01343
mhista[c],mhista,[c],N(tele)-methylhistaminium,2,C05127,HMDB00898
mi1345p[n],mi1345p,[n],"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",2,C01272,HMDB01059
mi1345p[c],mi1345p,[c],"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",2,C01272,HMDB01059
mi1346p[n],mi1346p,[n],"myo-inositol 1,3,4,6-tetrakisphosphate(8-)",2,C04477,HMDB01187
mi1346p[c],mi1346p,[c],"myo-inositol 1,3,4,6-tetrakisphosphate(8-)",2,C04477,HMDB01187
mi13p[c],mi13p,[c],"1D-myo-Inositol 1,3-bisphosphate",2,C04062,HMDB06234
mi1456p[n],mi1456p,[n],"1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)",2,C11555,HMDB04527
mi4p_D[c],mi4p_D,[c],1D-myo-inositol 4-phosphate(2-),2,C03546,HMDB01313
mi14p[n],mi14p,[n],"(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate",2,C01220,HMDB00968
mi1p_D[n],mi1p_D,[n],1D-myo-inositol 1-phosphate(2-),2,C01177,HMDB02985
mi3p_D[c],mi3p_D,[c],1D-myo-inositol 3-phosphate(2-),2,C04006,HMDB06814
minohp[n],minohp,[n],myo-inositol hexakisphosphate(12-),2,C01204,HMDB03502
malttr[c],malttr,[c],maltotriose,2,C01835,HMDB01262
m5masnB2[g],m5masnB2,[g],(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),2,NA,NA
m6masnA[g],m6masnA,[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),2,NA,NA
m6masnB1[g],m6masnB1,[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),2,NA,NA
m7masnC[g],m7masnC,[g],"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",2,NA,NA
5mdr1p[c],5mdr1p,[c],5-Methylthio-5-deoxy-D-ribose 1-phosphate,2,C04188,HMDB00963
Nacasp[c],Nacasp,[c],N-acetyl-L-aspartate(2-),2,C01042,HMDB00812
ksi_deg7[l],ksi_deg7,[l],"keratan sulfate I, degradation product 7",2,NA,NA
ksi_deg10[l],ksi_deg10,[l],"keratan sulfate I, degradation product 10",2,NA,NA
ksi_deg13[l],ksi_deg13,[l],"keratan sulfate I, degradation product 13",2,NA,NA
ksi_deg16[l],ksi_deg16,[l],"keratan sulfate I, degradation product 16",2,NA,NA
ksi_deg19[l],ksi_deg19,[l],"keratan sulfate I, degradation product 19",2,NA,NA
ksi_deg22[l],ksi_deg22,[l],"keratan sulfate I, degradation product 22",2,NA,NA
ksi_deg25[l],ksi_deg25,[l],"keratan sulfate I, degradation product 25",2,NA,NA
ksi_deg28[l],ksi_deg28,[l],"keratan sulfate I, degradation product 28",2,NA,NA
ksi_deg31[l],ksi_deg31,[l],"keratan sulfate I, degradation product 31",2,NA,NA
ksi_deg34[l],ksi_deg34,[l],"keratan sulfate I, degradation product 34",2,NA,NA
cs_a_deg1[l],cs_a_deg1,[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1",2,NA,NA
ksi_deg37[l],ksi_deg37,[l],"keratan sulfate I, degradation product 37",2,NA,NA
ksii_core2_deg4[l],ksii_core2_deg4,[l],"keratan sulfate II (core 2-linked), degradation product 4",2,NA,NA
ksii_core2_deg7[l],ksii_core2_deg7,[l],"keratan sulfate II (core 2-linked), degradation product 7",2,NA,NA
ksii_core4_deg4[l],ksii_core4_deg4,[l],"keratan sulfate II (core 4-linked), degradation product 4",2,NA,NA
cs_a_deg4[l],cs_a_deg4,[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4",2,NA,NA
cs_b_deg1[l],cs_b_deg1,[l],"chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1",2,NA,NA
cs_c_deg1[l],cs_c_deg1,[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1",2,NA,NA
cs_c_deg4[l],cs_c_deg4,[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4",2,NA,NA
cs_d_deg1[l],cs_d_deg1,[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1",2,NA,NA
cs_d_deg5[l],cs_d_deg5,[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5",2,NA,NA
cs_e_deg2[l],cs_e_deg2,[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2",2,NA,NA
cs_e_deg6[l],cs_e_deg6,[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6",2,NA,NA
nad[n],nad,[n],Nicotinamide adenine dinucleotide,2,C00003,HMDB00902
Tn_antigen[l],Tn_antigen,[l],Tn antigen,2,C04383,NA
na1[x],na1,[x],Sodium,2,C01330,HMDB00588
udp[m],udp,[m],UDP,2,C00015,HMDB00295
utp[m],utp,[m],UTP,2,C00075,HMDB00285
nicrnt[n],nicrnt,[n],Nicotinate D-ribonucleotide,2,C01185,HMDB01132
nifedipine[c],nifedipine,[c],nifedipine,2,C07266,NA
nmn[n],nmn,[n],NMN,2,C00455,HMDB00229
npthl[c],npthl,[c],naphthalene,2,C00829,NA
nrpphrsf[c],nrpphrsf,[c],Sulfate derivative of norepinephrine,2,NA,HMDB02062
nrvnccrn[c],nrvnccrn,[c],Nervonyl carnitine,2,NA,NA
nrvnccrn[m],nrvnccrn,[m],Nervonyl carnitine,2,NA,NA
sT_antigen[g],sT_antigen,[g],sialyl-T antigen,2,NA,NA
dimp[c],dimp,[c],2'-deoxyinosine 5'-phosphate(2-),2,C06196,HMDB06555
uri[l],uri,[l],Uridine,2,C00299,HMDB00296
ump[m],ump,[m],UMP,2,C00105,HMDB00288
uri[m],uri,[m],Uridine,2,C00299,HMDB00296
thymd[l],thymd,[l],Thymidine,2,C00214,HMDB00273
Ntmelys[r],Ntmelys,[r],"Protein N6,N6,N6-trimethyl-L-lysine",2,C05546,NA
o2s[n],o2s,[n],superoxide,2,C00704,HMDB02168
o2s[x],o2s,[x],superoxide,2,C00704,HMDB02168
omeprazole[c],omeprazole,[c],omeprazole,2,C07324,HMDB01913
orot5p[c],orot5p,[c],Orotidine 5'-phosphate,2,C01103,HMDB00218
onpthl[c],onpthl,[c],naphthalene epoxide,2,NA,HMDB06215
prgnlone[m],prgnlone,[m],pregnenolone,2,C01953,HMDB00253
xoltriol[m],xoltriol,[m],"5beta-cholestane-3alpha,7alpha,12alpha-triol",2,C05454,HMDB01457
thcholst[m],thcholst,[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",2,C01301,HMDB03533
taxol[c],taxol,[c],paclitaxel,2,C07394,NA
tolbutamide[c],tolbutamide,[c],tolbutamide,2,C07148,NA
perillyl[c],perillyl,[c],perillyl alcohol,2,C02452,HMDB03634
xol24oh[r],xol24oh,[r],(24S)-24-hydroxycholesterol,2,C13550,HMDB01419
xoltri24[r],xoltri24,[r],"(24S)-7alpha,24-dihydroxycholesterol",2,C15518,NA
leuktrB4woh[r],leuktrB4woh,[r],w-hydroxyl leukotriene B4,2,C04853,HMDB01509
xoltri25[r],xoltri25,[r],"7alpha,25-dihydroxycholesterol",2,C15520,HMDB06280
xoltri27[r],xoltri27,[r],"7alpha,26-dihydroxycholesterol",2,C06341,HMDB06281
20ahchsterol[m],20ahchsterol,[m],20-hydroxycholesterol,2,C05500,HMDB06283
phaccoa[c],phaccoa,[c],phenylacetyl-CoA(4-),2,C00582,HMDB06503
pchol_hs[g],pchol_hs,[g],Phosphatidylcholine,2,NA,NA
pcollglys[c],pcollglys,[c],Procollagen L-lysine,2,C03020,NA
pe_hs[g],pe_hs,[g],phosphatidylethanolamine,2,NA,NA
peamn[c],peamn,[c],2-phenylethanaminium,2,C05332,HMDB12275
3php[c],3php,[c],3-phosphonatooxypyruvate(3-),2,C03232,HMDB01024
pgp_hs[c],pgp_hs,[c],phosphatidyl glycerol phosphate,2,NA,NA
pheacgln[c],pheacgln,[c],(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoate,2,C04148,HMDB06344
phpyr[c],phpyr,[c],keto-phenylpyruvate,2,C00166,HMDB00205
phyQ[c],phyQ,[c],phylloquinone,2,C02059,HMDB03555
pail3p_hs[r],pail3p_hs,[r],1-phosphatidyl-1D-myo-inositol 3-phosphate(3-),2,NA,NA
tmlys[r],tmlys,[r],"N6,N6,N6-Trimethyl-L-lysine",2,C03793,HMDB01325
ppmi12346p[c],ppmi12346p,[c],5-Diphosphoinositol pentakisphosphate,2,C11526,HMDB06229
ppmi12346p[n],ppmi12346p,[n],5-Diphosphoinositol pentakisphosphate,2,C11526,HMDB06229
ppmi1346p[c],ppmi1346p,[c],Diphosphoinositol tetrakisphosphate,2,C01204,HMDB03502
ppmi1346p[n],ppmi1346p,[n],Diphosphoinositol tetrakisphosphate,2,C01204,HMDB03502
rnam[c],rnam,[c],N-Ribosylnicotinamide,2,C03150,HMDB00855
cysam[c],cysam,[c],cysteaminium,2,C01678,HMDB02991
pppg9[m],pppg9,[m],Protoporphyrinogen IX,2,C01079,HMDB01097
pppi[n],pppi,[n],triphosphate(5-),2,C00536,HMDB03379
fpram[c],fpram,[c],2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,2,C04640,HMDB00999
prgnlones[c],prgnlones,[c],pregnenolone sulfate,2,C18044,HMDB00774
3hpcoa[m],3hpcoa,[m],3-hydroxypropanoyl-CoA(4-),2,C05668,HMDB06807
ps_hs[r],ps_hs,[r],phosphatidylserine,2,NA,NA
ps_hs[g],ps_hs,[g],phosphatidylserine,2,NA,NA
ps_hs[m],ps_hs,[m],phosphatidylserine,2,NA,NA
pser_L[c],pser_L,[c],O-Phospho-L-serine,2,C01005,HMDB00272
ptdcacrn[c],ptdcacrn,[c],pendtadenoyl carnitine,2,NA,NA
ptdcacrn[m],ptdcacrn,[m],pendtadenoyl carnitine,2,NA,NA
hdca[x],hdca,[x],Hexadecanoate (n-C16:0),2,C00249,HMDB00220
phyt[x],phyt,[x],phytanate,2,C01607,HMDB00801
6pthp[n],6pthp,[n],"6-pyruvoyl-5,6,7,8-tetrahydropterin",2,C03684,HMDB01195
rbt[c],rbt,[c],D-ribitol,2,C00474,HMDB00508
retinol_cis_13[c],retinol_cis_13,[c],13-cis-retinol,2,C19962,HMDB06221
retnglc[c],retnglc,[c],retinoyl glucuronide,2,C11061,HMDB03141
13_cis_retnglc[r],13_cis_retnglc,[r],13-cis-retinoyl glucuronide,2,C11061,HMDB03141
retnglc[r],retnglc,[r],retinoyl glucuronide,2,C11061,HMDB03141
Rtotal2crn[c],Rtotal2crn,[c],R total 2 carnitine,2,NA,NA
Rtotal2crn[m],Rtotal2crn,[m],R total 2 carnitine,2,NA,NA
Rtotal3crn[c],Rtotal3crn,[c],R total 3 carnitine,2,NA,NA
Rtotal3crn[m],Rtotal3crn,[m],R total 3 carnitine,2,NA,NA
Rtotalcrn[c],Rtotalcrn,[c],R total carnitine,2,NA,NA
Rtotalcrn[m],Rtotalcrn,[m],R total carnitine,2,NA,NA
s2l2fn2m2masn[g],s2l2fn2m2masn,[g],PA6,2,NA,NA
cs_d_pre5[g],cs_d_pre5,[g],"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5",2,NA,NA
cs_b_pre5[g],cs_b_pre5,[g],"chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5",2,NA,NA
hs_pre12[g],hs_pre12,[g],GlcN2S-IdoA-GlcN2S-GlcA2S-GlcN2S-IdoA2S-GlcN2S-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,NA,NA
hs_pre13[g],hs_pre13,[g],"GlcN2S-IdoA-GlcN2,6diS-GlcA2S-GlcN2,6diS-IdoA2S-GlcN2,6diS-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)",2,NA,NA
hs_pre14[g],hs_pre14,[g],"heparan sulfate, precursor 14",2,NA,NA
hs_pre15[g],hs_pre15,[g],"heparan sulfate, precursor 15",2,NA,NA
hs_deg11[l],hs_deg11,[l],"heparan sulfate, degradation product 11",2,NA,NA
cs_e_pre5a[g],cs_e_pre5a,[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a",2,NA,NA
cs_e_pre5b[g],cs_e_pre5b,[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b",2,NA,NA
cs_e_deg1[l],cs_e_deg1,[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1",2,NA,NA
cs_e_deg5[l],cs_e_deg5,[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5",2,NA,NA
ksi_deg4[l],ksi_deg4,[l],"keratan sulfate I, degradation product 4",2,NA,NA
ksii_core2_deg1[l],ksii_core2_deg1,[l],"keratan sulfate II (core 2-linked), degradation product 1",2,NA,NA
ksii_core4_deg1[l],ksii_core4_deg1,[l],"keratan sulfate II (core 4-linked), degradation product 1",2,NA,NA
sarcs[x],sarcs,[x],Sarcosine,2,C00213,HMDB00271
sphgn[r],sphgn,[r],sphinganine(1+),2,C00836,HMDB00269
sphings[r],sphings,[r],sphingosine(1+),2,C00319,HMDB00252
seahcys[c],seahcys,[c],Se-Adenosylselenohomocysteine,2,C05692,HMDB11117
selhcys[c],selhcys,[c],Selenohomocysteine,2,C05698,HMDB04119
seasmet[c],seasmet,[c],Se-Adenosylselenomethionine,2,C05691,HMDB11118
sel[c],sel,[c],selenate,2,C05697,NA
selcyst[c],selcyst,[c],Selenocystathionine,2,C05699,HMDB06343
selmeth[c],selmeth,[c],selenomethionine,2,C05335,HMDB03966
ser_D[c],ser_D,[c],D-serine,2,C00740,HMDB03406
ser_L[x],ser_L,[x],L-serine,2,C00065,HMDB00187
sgalside_hs[c],sgalside_hs,[c],sulfatide galactocerebroside,2,NA,NA
sl_L[c],sl_L,[c],(S)-3-sulfonatolactate(2-),2,C11499,NA
sphmyln_hs[g],sphmyln_hs,[g],sphingomyelin betaine,2,NA,NA
sphmyln_hs[l],sphmyln_hs,[l],sphingomyelin betaine,2,NA,NA
xolest_hs[r],xolest_hs,[r],cholesterol ester,2,NA,NA
gt1alpha_hs[g],gt1alpha_hs,[g],GT1aalpha,2,NA,NA
strdnccrn[c],strdnccrn,[c],stearidonyl carnitine,2,NA,HMDB06463
strdnccrn[m],strdnccrn,[m],stearidonyl carnitine,2,NA,HMDB06463
dtdp4d6dg[c],dtdp4d6dg,[c],dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-),2,C11907,HMDB01399
dtdp4d6dm[c],dtdp4d6dm,[c],dTDP-4-dehydro-6-deoxy-L-mannose(2-),2,C11907,HMDB01399
thmmp[m],thmmp,[m],Thiamin monophosphate,2,C01081,HMDB02666
tetpent3crn[c],tetpent3crn,[c],tetracosapentaenoyl carnitine,2,NA,NA
tetpent3crn[m],tetpent3crn,[m],tetracosapentaenoyl carnitine,2,NA,NA
tetpent6crn[c],tetpent6crn,[c],tetracosapentaenoyl carnitine,2,NA,NA
tetpent6crn[m],tetpent6crn,[m],tetracosapentaenoyl carnitine,2,NA,NA
tettet6crn[c],tettet6crn,[c],Tetracosatetraenoyl carnitine,2,NA,NA
tettet6crn[m],tettet6crn,[m],Tetracosatetraenoyl carnitine,2,NA,NA
thp2c[c],thp2c,[c],1-piperideine-6-carboxylate,2,NA,HMDB12130
tmlys[c],tmlys,[c],"N6,N6,N6-Trimethyl-L-lysine",2,C03793,HMDB01325
tmndnccrn[c],tmndnccrn,[c],Timnodonyl carnitine,2,NA,NA
tmndnccrn[m],tmndnccrn,[m],Timnodonyl carnitine,2,NA,NA
triodthysuf[c],triodthysuf,[c],Triiodothyronine sulfate,2,NA,HMDB03036
tststeroneglc[c],tststeroneglc,[c],testosterone 3-glucosiduronic acid,2,C11134,HMDB03193
tststeroneglc[r],tststeroneglc,[r],testosterone 3-glucosiduronic acid,2,C11134,HMDB03193
tststerones[c],tststerones,[c],testosterone sulfate,2,NA,HMDB02833
ttdcrn[c],ttdcrn,[c],tetradecanoyl carnitine,2,NA,HMDB05066
ttdcrn[m],ttdcrn,[m],tetradecanoyl carnitine,2,NA,HMDB05066
txa2[c],txa2,[c],thromboxane A2(1-),2,C02198,HMDB01452
tymsf[c],tymsf,[c],Tyramine O-sulfate,2,NA,HMDB06409
udpxyl[g],udpxyl,[g],UDP-alpha-D-xylose(2-),2,C00190,HMDB01018
udpxyl[c],udpxyl,[c],UDP-alpha-D-xylose(2-),2,C00190,HMDB01018
udpxyl[r],udpxyl,[r],UDP-alpha-D-xylose(2-),2,C00190,HMDB01018
vacccrn[c],vacccrn,[c],Vaccenyl carnitine,2,NA,HMDB06351
vacccrn[m],vacccrn,[m],Vaccenyl carnitine,2,NA,HMDB06351
vitd2[m],vitd2,[m],vitamin D2,2,C05441,HMDB00900
vitd2[c],vitd2,[c],vitamin D2,2,C05441,HMDB00900
dhcholestanate[r],dhcholestanate,[r],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",2,C04554,HMDB00359
xoltri24[c],xoltri24,[c],"(24S)-7alpha,24-dihydroxycholesterol",2,C15518,NA
xoltri25[c],xoltri25,[c],"7alpha,25-dihydroxycholesterol",2,C15520,HMDB06280
xoltriol[r],xoltriol,[r],"5beta-cholestane-3alpha,7alpha,12alpha-triol",2,C05454,HMDB01457
xser[r],xser,[r],Xyl-L-Ser (protein),2,C03424,NA
xyl_D[c],xyl_D,[c],aldehydo-D-xylose,2,NA,NA
4abutn[e],4abutn,[e],4-Aminobutanal,2,C00555,HMDB01080
acmana[e],acmana,[e],N-acetyl-D-mannosamine,2,C00645,HMDB01129
ahdt[e],ahdt,[e],"7,8-dihydroneopterin 3'-triphosphate(4-)",2,C04895,HMDB00980
ctp[e],ctp,[e],CTP,2,C00063,HMDB00082
dgmp[e],dgmp,[e],dGMP,2,C00362,HMDB01044
dha[e],dha,[e],glycerone,2,C00184,HMDB01882
dhap[e],dhap,[e],Dihydroxyacetone phosphate,2,C00111,HMDB01473
dtmp[e],dtmp,[e],dTMP,2,C00364,HMDB01227
fald[e],fald,[e],formaldehyde,2,C00067,HMDB01426
g1p[e],g1p,[e],D-Glucose 1-phosphate,2,C00103,HMDB01586
HC00229[e],HC00229,[e],Isomaltose,2,C00252,HMDB02923
HC00250[e],HC00250,[e],hydrosulfide,2,C00283,HMDB03276
HC01104[e],HC01104,[e],4-nitrophenyl phosphate(2-),2,C03360,NA
HC01361[e],HC01361,[e],Dihydroneopterin,2,C04874,HMDB02275
HC01440[e],HC01440,[e],3-Keto-beta-D-galactose,2,C05394,HMDB01385
HC01441[e],HC01441,[e],Lactose-6P,2,NA,NA
HC01444[e],HC01444,[e],Galactosylglycerol,2,C05401,HMDB06790
HC01446[e],HC01446,[e],3-Ketolactose,2,NA,NA
HC01577[e],HC01577,[e],gamma-Glutamyl-beta-cyanoalanine,2,NA,NA
HC01609[e],HC01609,[e],UroporphyrinogenI,2,C05766,HMDB02211
HC01610[e],HC01610,[e],CoproporphyrinogenI,2,C05768,HMDB02158
HC01700[e],HC01700,[e],gamma-Glutamyl-3-aminopropiononitrile,2,NA,NA
HC02160[e],HC02160,[e],GM2-pool,2,NA,NA
HC02161[e],HC02161,[e],GM1-pool,2,NA,NA
itp[e],itp,[e],ITP(3-),2,C00081,HMDB00189
prpp[e],prpp,[e],5-Phospho-alpha-D-ribose 1-diphosphate,2,C00119,HMDB00280
pydx5p[e],pydx5p,[e],Pyridoxal 5'-phosphate,2,C00018,HMDB01491
udpg[e],udpg,[e],UDPglucose,2,C00029,HMDB00286
HC00822[l],HC00822,[l],Chitobiose,2,C01674,NA
dpcoa[m],dpcoa,[m],Dephospho-CoA,2,C00882,HMDB01373
HC01672[c],HC01672,[c],Acetyl adenylate,2,C05993,HMDB06880
HC01434[c],HC01434,[c],oxalatosuccinate(3-),2,C05379,HMDB03974
HC01434[x],HC01434,[x],oxalatosuccinate(3-),2,C05379,HMDB03974
HC00591[c],HC00591,[c],2-oxoglutaramate,2,C00940,HMDB01552
HC00591[m],HC00591,[m],2-oxoglutaramate,2,C00940,HMDB01552
uacgam[r],uacgam,[r],UDP-N-acetyl-alpha-D-glucosamine(2-),2,C00043,HMDB00290
acmana[r],acmana,[r],N-acetyl-D-mannosamine,2,C00645,HMDB01129
HC01651[c],HC01651,[c],Formamidopyrimidine nucleoside triphosphate,2,NA,NA
HC01651[n],HC01651,[n],Formamidopyrimidine nucleoside triphosphate,2,NA,NA
HC01435[m],HC01435,[m],3-Carboxy-1-hydroxypropyl-ThPP,2,C05381,HMDB06744
HC01118[r],HC01118,[r],presqualene diphosphate(3-),2,NA,NA
HC01496[m],HC01496,[m],2-Amino-3-oxoadipate,2,C05520,NA
HC01668[c],HC01668,[c],Propinol adenylate,2,NA,NA
HC01668[m],HC01668,[m],Propinol adenylate,2,NA,NA
HC01111[c],HC01111,[c],Galactose-1P,2,C00446,HMDB00645
glyald[m],glyald,[m],D-Glyceraldehyde,2,C02154,HMDB01051
r5p[r],r5p,[r],alpha-D-Ribose 5-phosphate,2,C03736,HMDB00618
HC01408[m],HC01408,[m],3-Oxohexanoyl-CoA,2,C05269,HMDB03943
arachd[x],arachd,[x],arachidonate,2,C00219,HMDB01043
thym[m],thym,[m],Thymine,2,C00178,HMDB00262
56dthm[m],56dthm,[m],"5,6-dihydrothymine",2,C00906,HMDB00079
glyc_R[m],glyc_R,[m],D-glycerate,2,C00258,HMDB00139
3pg[m],3pg,[m],3-Phospho-D-glycerate,2,C00597,HMDB00807
3hpp[m],3hpp,[m],3-hydroxypropionate,2,C01013,HMDB00700
HC00682[m],HC00682,[m],S-Acetyldihydrolipoamide,2,C01136,HMDB01526
HC01377[m],HC01377,[m],S-(3-Methylbutanoyl)-dihydrolipoamide,2,C05119,HMDB06867
HC01115[c],HC01115,[c],NeuNGc,2,C03410,NA
HC01254[c],HC01254,[c],"6-Lactoyl-5,6,7,8-tetrahydropterin",2,C04244,HMDB02065
HC10859[r],HC10859,[r],Malonyl-Carnitin,2,NA,NA
HC10859[m],HC10859,[m],Malonyl-Carnitin,2,NA,NA
HC10859[x],HC10859,[x],Malonyl-Carnitin,2,NA,NA
pmtcrn[r],pmtcrn,[r],L-palmitoylcarnitine,2,C02990,HMDB00222
pmtcrn[x],pmtcrn,[x],L-palmitoylcarnitine,2,C02990,HMDB00222
HC10855[r],HC10855,[r],linoleic-Carnitine,2,NA,NA
HC10855[x],HC10855,[x],linoleic-Carnitine,2,NA,NA
arachdcrn[r],arachdcrn,[r],C20:4 carnitine,2,NA,NA
arachdcrn[x],arachdcrn,[x],C20:4 carnitine,2,NA,NA
HC10854[r],HC10854,[r],palmitoleoyl-Carnitine,2,NA,NA
HC10854[m],HC10854,[m],palmitoleoyl-Carnitine,2,NA,NA
HC01712[m],HC01712,[m],S-Glutaryldihydrolipoamide,2,C06157,HMDB06832
4abutn[m],4abutn,[m],4-Aminobutanal,2,C00555,HMDB01080
HC00576[c],HC00576,[c],Homocarnosine,2,NA,NA
HC00718[c],HC00718,[c],N-methylethanolaminium phosphate(1-),2,C01210,NA
fol[m],fol,[m],Folate,2,C00504,HMDB00121
5fthf[m],5fthf,[m],5-formyltetrahydrofolate(2-),2,C03479,HMDB01562
hxdcal[c],hxdcal,[c],hexadecanal,2,C00517,HMDB01551
pacald[m],pacald,[m],phenylacetaldehyde,2,C00601,HMDB06236
pac[m],pac,[m],phenylacetate,2,C07086,HMDB00209
betald[c],betald,[c],betaine aldehyde,2,C00576,HMDB01252
HC01522[c],HC01522,[c],Gentisate aldehyde,2,C05585,HMDB04062
HC00460[c],HC00460,[c],"2,5-dihydroxybenzoate",2,C00628,HMDB00152
HC00900[m],HC00900,[m],Methylmalonate,2,C02170,HMDB00202
cholcoa[r],cholcoa,[r],choloyl-CoA(4-),2,C01794,HMDB01374
ptth[m],ptth,[m],pantetheine,2,C00831,HMDB03426
HC01501[c],HC01501,[c],hydroxidodioxidosulfidosulfate(1-),2,C05529,NA
HC01376[m],HC01376,[m],S-(2-Methylbutanoyl)-dihydrolipoamide,2,C05118,HMDB06869
HC00664[c],HC00664,[c],D-tagatofuranose 6-phosphate(2-),2,C01097,HMDB06873
HC01180[c],HC01180,[c],"D-tagatofuranose 1,6-bisphosphate(4-)",2,C03785,HMDB06872
4ppcys[m],4ppcys,[m],N-((R)-4-Phosphopantothenoyl)-L-cysteine,2,C04352,HMDB01117
1p3h5c[c],1p3h5c,[c],L-1-Pyrroline-3-hydroxy-5-carboxylate,2,C04281,HMDB01369
thcholst[c],thcholst,[c],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",2,C01301,HMDB03533
dhcholoylcoa[c],dhcholoylcoa,[c],"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",2,C05447,HMDB06895
3odcoa[m],3odcoa,[m],3-Oxodecanoyl-CoA,2,C05265,HMDB03939
HC01007[m],HC01007,[m],L-Octanoylcarnitine,2,C02838,HMDB00791
HC01007[x],HC01007,[x],L-Octanoylcarnitine,2,C02838,HMDB00791
3otdcoa[m],3otdcoa,[m],3-Oxotetradecanoyl-CoA,2,C05261,HMDB03935
2mop[c],2mop,[c],2-methyl-3-oxopropanoate,2,C00349,HMDB01172
HC00900[c],HC00900,[c],Methylmalonate,2,C02170,HMDB00202
C02528[r],C02528,[r],chenodeoxycholate,2,C02528,HMDB00518
dcholcoa[r],dcholcoa,[r],chenodeoxycholoyl coenzyme a,2,C05337,HMDB06292
3ohdcoa[m],3ohdcoa,[m],3-oxopalmitoyl-CoA(4-),2,C05259,HMDB06402
HC01401[m],HC01401,[m],(S)-3-Hydroxydodecanoyl-CoA,2,C05262,HMDB03936
HC01401[x],HC01401,[x],(S)-3-Hydroxydodecanoyl-CoA,2,C05262,HMDB03936
HC01223[m],HC01223,[m],3-hydroxy-2-methylpropanoyl-CoA(4-),2,NA,NA
HC01587[c],HC01587,[c],Acetoacetyl-ACP,2,C05744,NA
HC01231[m],HC01231,[m],N-[(R)-pantothenoyl]-L-cysteinate,2,C04079,HMDB06834
HC01321[c],HC01321,[c],(R)-3-Hydroxybutanoyl-ACP,2,C04618,NA
HC01255[c],HC01255,[c],But-2-enoyl-ACP,2,C04246,NA
HC01588[c],HC01588,[c],Butyryl-ACP,2,C05745,NA
HC01322[c],HC01322,[c],(R)-3-Hydroxydecanoyl-ACP,2,C04619,NA
HC01596[c],HC01596,[c],3-Oxodecanoyl-ACP,2,C05753,NA
