reaction_no_direction,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
PMEVKx,phosphomevalonate kinase,"1.00 * ATP [x] + 1.00 * (R)-5-phosphonatomevalonate(3-) [x] --> 1.00 * ADP [x] + 1.00 * (R)-5-Diphosphomevalonate [x]
PMVK",PMVK,Cholesterol metabolism,2.7.4.2,4
PMI12346PH,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase","1.00 * Water [c] + 1.00 * 5-Diphosphoinositol pentakisphosphate [c] --> 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * myo-inositol hexakisphosphate(12-) [c]
IP6K1; IP6K3",IP6K1; IP6K3,Inositol phosphate metabolism,3.6.1.52,4
PMI12346PHn,"5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase, nuclear","1.00 * Water [n] + 1.00 * 5-Diphosphoinositol pentakisphosphate [n] --> 1.00 * proton [n] + 1.00 * myo-inositol hexakisphosphate(12-) [n] + 1.00 * hydrogenphosphate [n]
IP6K1; IP6K2; IP6K3",IP6K1; IP6K2; IP6K3,Inositol phosphate metabolism,3.6.1.52,4
PMI1346PH,"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase","1.00 * Water [c] + 1.00 * Diphosphoinositol tetrakisphosphate [c] --> 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * myo-inositol 1,3,4,5,6-pentakisphosphate(10-) [c]
IP6K1; IP6K3",IP6K1; IP6K3,Inositol phosphate metabolism,N/A,4
PMI1346PHn,"diphosphoinositol-1,3,4,6-tetrakisphosphate diphosphohydrolase, nucleus","1.00 * Water [n] + 1.00 * Diphosphoinositol tetrakisphosphate [n] --> 1.00 * proton [n] + 1.00 * myo-inositol 1,3,4,5,6-pentakisphosphate(10-) [n] + 1.00 * hydrogenphosphate [n]
IP6K1; IP6K2; IP6K3",IP6K1; IP6K2; IP6K3,Inositol phosphate metabolism,N/A,4
PMTCOAtx,fatty acid intracellular transport,"1.00 * Palmitoyl-CoA (n-C16:0CoA) [c] --> 1.00 * Palmitoyl-CoA (n-C16:0CoA) [x]
No genes",NA,"Transport, peroxisomal",N/A,2
PNP,purine-nucleoside phosphorylase,"1.00 * hydrogenphosphate [c] + 1.00 * N-Ribosylnicotinamide [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,NAD metabolism,3.4.2.1,4
PNTEH,Hydrolase Class ( RXN R02973),"1.00 * Water [c] + 1.00 * pantetheine [c] --> 1.00 * cysteaminium [c] + 1.00 * (R)-Pantothenate [c]
VNN1; VNN3",VNN1; VNN3,CoA catabolism,N/A,4
PNTK,pantothenate kinase,"1.00 * ATP [c] + 1.00 * (R)-Pantothenate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * D-4'-Phosphopantothenate [c]
PANK1; PANK2; PANK3; PANK4",PANK1; PANK2; PANK3; PANK4,CoA synthesis,N/A,4
PNTKm,pantothenate kinase (mitochondrial),"1.00 * ATP [m] + 1.00 * (R)-Pantothenate [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * D-4'-Phosphopantothenate [m]
PANK2",PANK2,CoA synthesis,2.7.1.33,4
PNTOt5,Pantothenate sodium symporter  II,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * Sodium [e] + 1.00 * (R)-Pantothenate [e] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Sodium [c] + 1.00 * (R)-Pantothenate [c]
SLC5A6",SLC5A6,"Transport, extracellular",N/A,4
PPA,inorganic diphosphatase,"1.00 * Water [c] + 1.00 * Diphosphate [c] --> 1.00 * proton [c] + 2.00 * hydrogenphosphate [c]
LHPP; PPA1",LHPP; PPA1,Oxidative phosphorylation,3.6.1.1,4
PPA2,inorganic triphosphatase,"1.00 * Water [c] + 1.00 * triphosphate(5-) [c] --> 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Diphosphate [c]
No genes",NA,Miscellaneous,N/A,1
PPA2m,"inorganic triphosphatase, mitochondrial","1.00 * Water [m] + 1.00 * triphosphate(5-) [m] --> 1.00 * proton [m] + 1.00 * hydrogenphosphate [m] + 1.00 * Diphosphate [m]
No genes",NA,Miscellaneous,3.6.1.1,1
PPAer,"inorganic diphosphatase, endoplasmic reticulum","1.00 * Water [r] + 1.00 * Diphosphate [r] --> 1.00 * proton [r] + 2.00 * hydrogenphosphate [r]
G6PC; G6PC2; G6PC3",G6PC; G6PC2; G6PC3,Miscellaneous,3.6.1.1,2
PPAm,inorganic diphosphatase,"1.00 * Water [m] + 1.00 * Diphosphate [m] --> 1.00 * proton [m] + 2.00 * hydrogenphosphate [m]
PPA2",PPA2,Oxidative phosphorylation,3.6.1.1,4
PPAn,"inorganic diphosphatase, nuclear","1.00 * Water [n] + 1.00 * Diphosphate [n] --> 1.00 * proton [n] + 2.00 * hydrogenphosphate [n]
No genes",NA,Miscellaneous,3.6.1.1,1
PPAP,phosphatidic acid phosphatase,"1.00 * Water [c] + 1.00 * phosphatidate(2-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * diglyceride [c]
PLPP1; PLPP2; PLPP3",PLPP1; PLPP2; PLPP3,Triacylglycerol synthesis,3.1.3.4,4
PPAt,"Propionate transport, diffusion","1.00 * propionate [e] --> 1.00 * propionate [c]
No genes",NA,"Transport, extracellular",N/A,2
PPAtm,"Propionate transport, diffusion","1.00 * propionate [c] --> 1.00 * propionate [m]
No genes",NA,"Transport, mitochondrial",N/A,4
PPBNGS,porphobilinogen synthase,"2.00 * 5-Amino-4-oxopentanoate [c] --> 2.00 * Water [c] + 1.00 * proton [c] + 1.00 * Porphobilinogen [c]
ALAD",ALAD,Heme synthesis,4.2.1.24,4
PPCDC,phosphopantothenoylcysteine decarboxylase,"1.00 * proton [c] + 1.00 * N-((R)-4-Phosphopantothenoyl)-L-cysteine [c] --> 1.00 * carbon dioxide [c] + 1.00 * Pantetheine 4'-phosphate [c]
PPCDC",PPCDC,CoA synthesis,4.1.1.36,4
PPCOACm,"Propionyl-CoA carboxylase, mitochondrial","1.00 * Propanoyl-CoA [m] + 1.00 * ATP [m] + 1.00 * Bicarbonate [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * (S)-methylmalonyl-CoA(5-) [m]
PCCA; PCCB",PCCA; PCCB,"Valine, leucine, and isoleucine metabolism",6.4.1.3,4
PPCOAOm,"Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial","1.00 * Propanoyl-CoA [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * acryloyl-CoA(4-) [m]
ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB",ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB,Propanoate metabolism,1.3.99.3,4
PPD2CSPp,PPD2CSPp,"1.00 * 6-amino-2-oxohexanoic acid [x] --> 1.00 * 1-piperideine-2-carboxylate [x] + 1.00 * Water [x]
No genes",NA,Lysine metabolism,N/A,2
PPDOx,"Propane-1,2-diol:NAD+ 1-oxidoreductase","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * (R)-lactaldehyde [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (R)-propane-1,2-diol [c]
AKR7A5",AKR7A5,Pyruvate metabolism,1.1.1.21,4
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * (R)-lactaldehyde [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (R)-propane-1,2-diol [c]
AKR1A1; AKR1B3; AKR7A5",AKR1A1; AKR1B3; AKR7A5,Pyruvate metabolism,1.1.1.21,4
PPItr,"Diphosphate transporter, endoplasmic reticulum","1.00 * Diphosphate [c] --> 1.00 * Diphosphate [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,1
PPItx,"Diphosphate transporter, peroxisome","1.00 * Diphosphate [c] --> 1.00 * Diphosphate [x]
No genes",NA,"Transport, peroxisomal",N/A,1
PPM,phosphopentomutase,"1.00 * alpha-D-Ribose 1-phosphate [c] --> 1.00 * alpha-D-Ribose 5-phosphate [c]
PGM1; PGM2",PGM1; PGM2,Pentose phosphate pathway,5.4.2.7,0
PPMI12346Ptn,5-diphosphatidylinositol pentakisphosphate nuclear transport (diffusion),"1.00 * 5-Diphosphoinositol pentakisphosphate [c] --> 1.00 * 5-Diphosphoinositol pentakisphosphate [n]
No genes",NA,"Transport, nuclear",N/A,1
PPMI1346Ptn,diphosphatidylinositol tetrakisphosphate nuclear transport (diffusion),"1.00 * Diphosphoinositol tetrakisphosphate [c] --> 1.00 * Diphosphoinositol tetrakisphosphate [n]
No genes",NA,"Transport, nuclear",N/A,1
PPNCL3,phosphopantothenate-cysteine ligase,"1.00 * ATP [c] + 1.00 * L-cysteine [c] + 1.00 * D-4'-Phosphopantothenate [c] --> 1.00 * proton [c] + 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * N-((R)-4-Phosphopantothenoyl)-L-cysteine [c]
PPCS",PPCS,CoA synthesis,N/A,4
PPOR,"Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)","1.00 * O2 [c] + 1.00 * keto-phenylpyruvate [c] --> 1.00 * carbon dioxide [c] + 1.00 * 2-Hydroxyphenylacetate [c]
HPD",HPD,Phenylalanine metabolism,1.13.11.27,1
PPPG9tm,protoporphyrinogen IX mitochondrial transport,"1.00 * Protoporphyrinogen IX [c] --> 1.00 * Protoporphyrinogen IX [m]
No genes",NA,Heme synthesis,N/A,0
PPPGOm,"protoporphyrinogen oxidase, mitochondrial","3.00 * O2 [m] + 2.00 * Protoporphyrinogen IX [m] --> 6.00 * Water [m] + 2.00 * Protoporphyrin [m]
PPOX",PPOX,Heme synthesis,1.3.3.4,2
PPPItn,Inorganic triphosphate transport through nuclear pore,"1.00 * triphosphate(5-) [c] --> 1.00 * triphosphate(5-) [n]
No genes",NA,"Transport, nuclear",N/A,2
PRAGSr,phosphoribosylglycinamide synthase,"1.00 * ATP [c] + 1.00 * Glycine [c] + 1.00 * 5-Phospho-beta-D-ribosylamine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * N1-(5-Phospho-D-ribosyl)glycinamide [c]
GART",GART,Purine synthesis,N/A,4
PRASCS,phosphoribosylaminoimidazolesuccinocarboxamide synthase,"1.00 * ATP [c] + 1.00 * L-aspartate(1-) [c] + 1.00 * 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [c]
PAICS",PAICS,Purine synthesis,N/A,4
PRDX,Peroxidase (multiple substrates),"1.00 * Hydrogen peroxide [c] + 1.00 * methanol [c] --> 2.00 * Water [c] + 1.00 * formaldehyde [c]
EPX; PRDX6",EPX; PRDX6,Miscellaneous,1.11.1.7,0
PRDXl,Peroxidase (multiple substrates),"1.00 * Hydrogen peroxide [l] + 1.00 * methanol [l] --> 2.00 * Water [l] + 1.00 * formaldehyde [l]
MPO",MPO,Miscellaneous,1.11.1.7,0
PRFGS,phosphoribosylformylglycinamidine synthase,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * L-glutamine [c] + 1.00 * N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine [c]
PFAS",PFAS,Purine synthesis,N/A,4
PRGNLONESULT,steroid sulfotransferase,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * pregnenolone [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * pregnenolone sulfate [c]
SULT1A1; SULT2A1; SULT2B1",SULT1A1; SULT2A1; SULT2B1,Steroid metabolism,2.8.2.2,4
PRGNLONEtm,pregnenolone intracellular transport,"1.00 * pregnenolone [c] --> 1.00 * pregnenolone [m]
No genes",NA,"Transport, mitochondrial",N/A,1
PRGNLONEtr,pregnenolone intracellular transport,"1.00 * pregnenolone [c] --> 1.00 * pregnenolone [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,1
PRGSTRNt,Progesterone transport,"1.00 * progesterone [e] --> 1.00 * progesterone [c]
No genes",NA,"Transport, extracellular",N/A,2
PRISTANALtx,pristanal peroxisomal transport,"1.00 * pristanal [x] --> 1.00 * pristanal [c]
No genes",NA,"Transport, peroxisomal",N/A,1
PRISTCOAtx,pristcoa peroxisomal transport,"1.00 * pristanoyl coa [x] --> 1.00 * pristanoyl coa [c]
No genes",NA,"Transport, peroxisomal",N/A,0
PRISTtx,prist peroxisomal transport,"1.00 * pristanic acid [x] --> 1.00 * pristanic acid [c]
No genes",NA,"Transport, peroxisomal",N/A,0
PRO1xm,"proline oxidase (NAD), mitochondrial","1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * L-proline [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 1-Pyrroline-5-carboxylate [m]
PRODH",PRODH,Arginine and Proline Metabolism,N/A,2
PROAKGOX1r,"L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (ER)","1.00 * O2 [r] + 1.00 * 2-Oxoglutarate [r] + 1.00 * L-proline [r] --> 1.00 * carbon dioxide [r] + 1.00 * trans-4-hydroxy-L-proline [r] + 1.00 * Succinate [r]
P4HA1; P4HA2; P4HB",P4HA1; P4HA2; P4HB,Arginine and Proline Metabolism,1.14.11.2,4
PROD2,Proline dehydrogenase,"1.00 * Flavin adenine dinucleotide oxidized [c] + 1.00 * L-proline [c] --> 1.00 * proton [c] + 1.00 * Flavin adenine dinucleotide reduced [c] + 1.00 * 1-Pyrroline-5-carboxylate [c]
PRODH2",PRODH2,Arginine and Proline Metabolism,1.5.99.8,2
PROD2m,Proline dehydrogenase (m),"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * L-proline [m] --> 1.00 * proton [m] + 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 1-Pyrroline-5-carboxylate [m]
PRODH",PRODH,Arginine and Proline Metabolism,1.5.99.8,2
PRODt2r,D-proline reversible transport via proton symport,"1.00 * proton [e] + 1.00 * D-proline [e] --> 1.00 * proton [c] + 1.00 * D-proline [c]
SLC36A1",SLC36A1,"Transport, extracellular",N/A,2
PRODt2rL,D-proline reversible transport via proton symport (lysosome),"1.00 * proton [l] + 1.00 * D-proline [l] --> 1.00 * proton [c] + 1.00 * D-proline [c]
SLC36A1",SLC36A1,"Transport, lysosomal",N/A,4
PROSTGD2t,prostaglandin transport via bicarbonate countertransport,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin D2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin D2(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,4
PROSTGE1t,prostaglandin transport via bicarbonate countertransport,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E1(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E1(1-) [c]
SLCO2A1",SLCO2A1,"Transport, extracellular",N/A,4
PROSTGE1t3,prostaglandine E1 transport (ATP-dependent),"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * prostaglandin E1(1-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * prostaglandin E1(1-) [e]
ABCC4",ABCC4,"Transport, extracellular",N/A,4
PROSTGE2t,prostaglandin transport via bicarbonate countertransport,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin E2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin E2(1-) [c]
SLCO1A1; SLCO2A1; SLCO3A1; SLCO4A1",SLCO1A1; SLCO2A1; SLCO3A1; SLCO4A1,"Transport, extracellular",N/A,4
PROSTGE2t2,prostaglandin uniport,"1.00 * prostaglandin E2(1-) [e] --> 1.00 * prostaglandin E2(1-) [c]
SLC22A1; SLC22A2",SLC22A1; SLC22A2,"Transport, extracellular",N/A,4
PROSTGE2t3,prostaglandine E2 transport (ATP-dependent),"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * prostaglandin E2(1-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * prostaglandin E2(1-) [e]
ABCC4",ABCC4,"Transport, extracellular",N/A,4
PROSTGF2t,prostaglandin uniport,"1.00 * prostaglandin F2alpha(1-) [e] --> 1.00 * prostaglandin F2alpha(1-) [c]
SLC22A1; SLC22A2",SLC22A1; SLC22A2,"Transport, extracellular",N/A,4
PROSTGH2t,Prostaglandin H2 transport,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin H2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin H2(1-) [c]
No genes",NA,"Transport, extracellular",N/A,2
PROSTGI2t,Prostaglandin I2 transport,"1.00 * Bicarbonate [c] + 1.00 * prostaglandin I2(1-) [e] --> 1.00 * Bicarbonate [e] + 1.00 * prostaglandin I2(1-) [c]
No genes",NA,"Transport, extracellular",N/A,2
PROSTGI2tr,Prostaglandin I2 transport (ER),"1.00 * prostaglandin I2(1-) [c] --> 1.00 * prostaglandin I2(1-) [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,1
PROt2r,L-proline reversible transport via proton symport,"1.00 * proton [e] + 1.00 * L-proline [e] --> 1.00 * proton [c] + 1.00 * L-proline [c]
SLC36A1; SLC36A2",SLC36A1; SLC36A2,"Transport, extracellular",N/A,2
PROt2rL,L-proline reversible transport via proton symport (lysosome),"1.00 * proton [l] + 1.00 * L-proline [l] --> 1.00 * proton [c] + 1.00 * L-proline [c]
SLC36A1",SLC36A1,"Transport, lysosomal",N/A,4
PROt4,Na+/Proline-L symporter,"1.00 * Sodium [e] + 1.00 * L-proline [e] --> 1.00 * Sodium [c] + 1.00 * L-proline [c]
ACE2; SLC38A1; SLC38A2; SLC38A4; SLC6A19; TMEM27",ACE2; SLC38A1; SLC38A2; SLC38A4; SLC6A19; TMEM27,"Transport, extracellular",N/A,4
PROtm,"L-proline transport, mitochondrial","1.00 * L-proline [c] --> 1.00 * L-proline [m]
No genes",NA,"Transport, mitochondrial",N/A,1
PRPNCOAHYDm,Propenoyl-CoA hydrolase (m),"1.00 * Water [m] + 1.00 * acryloyl-CoA(4-) [m] --> 1.00 * 3-hydroxypropanoyl-CoA(4-) [m]
AUH; ECHS1; EHHADH; HADHA; HADHB",AUH; ECHS1; EHHADH; HADHA; HADHB,beta-Alanine metabolism,4.2.1.17,1
PRPNCOAHYDx,Propenoyl-CoA hydrolase (x),"1.00 * Water [x] + 1.00 * acryloyl-CoA(4-) [x] --> 1.00 * 3-hydroxypropanoyl-CoA(4-) [x]
EHHADH",EHHADH,beta-Alanine metabolism,4.2.1.17,4
PRPPS,phosphoribosylpyrophosphate synthetase,"1.00 * ATP [c] + 1.00 * alpha-D-Ribose 5-phosphate [c] --> 1.00 * proton [c] + 1.00 * AMP [c] + 1.00 * 5-Phospho-alpha-D-ribose 1-diphosphate [c]
PRPS1; PRPS1L1; PRPS2",PRPS1; PRPS1L1; PRPS2,Pentose phosphate pathway,N/A,0
PS_HSter,phosphatidylserine scramblase,"1.00 * phosphatidylserine [c] --> 1.00 * phosphatidylserine [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,2
PS_HStg,phosphatidylserine scramblase,"1.00 * phosphatidylserine [c] --> 1.00 * phosphatidylserine [g]
No genes",NA,"Transport, golgi apparatus",N/A,2
PSDm_hs,Phosphatidylserine decarboxylase,"1.00 * proton [m] + 1.00 * phosphatidylserine [m] --> 1.00 * carbon dioxide [m] + 1.00 * phosphatidylethanolamine [m]
No genes",NA,Glycerophospholipid metabolism,4.1.1.65,4
PSERT,phosphoserine transaminase,"1.00 * L-glutamate(1-) [c] + 1.00 * 3-phosphonatooxypyruvate(3-) [c] --> 1.00 * proton [c] + 1.00 * 2-Oxoglutarate [c] + 1.00 * O-Phospho-L-serine [c]
PSAT1",PSAT1,"Glycine, serine, alanine and threonine metabolism",2.6.1.52,4
PSFLIP,phosphatidylserine flippase,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * phosphatidylserine [e] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * phosphatidylserine [c]
ATP10A; ATP8A1",ATP10A; ATP8A1,"Transport, extracellular",N/A,4
PSFLIPm,phosphatidylserine flippase,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * phosphatidylserine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * phosphatidylserine [m]
ATP10A; ATP8A1",ATP10A; ATP8A1,"Transport, mitochondrial",N/A,4
PSP_L,phosphoserine phosphatase (L-serine),"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * O-Phospho-L-serine [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * L-serine [c]
PSPH",PSPH,"Glycine, serine, alanine and threonine metabolism",3.1.3.3,4
PSSA1_hs,Phosphatidylserine synthase homo sapiens,"1.00 * L-serine [c] + 1.00 * Phosphatidylcholine [c] --> 1.00 * Choline [c] + 1.00 * phosphatidylserine [c]
PTDSS1",PTDSS1,Glycerophospholipid metabolism,2.7.8.8,4
PSSA2_hs,Phosphatidylserine synthase homo sapiens,"1.00 * L-serine [c] + 1.00 * phosphatidylethanolamine [c] --> 1.00 * etha[c] [c] + 1.00 * phosphatidylserine [c]
PTDSS2",PTDSS2,Glycerophospholipid metabolism,2.7.8.8,4
PSt3,phosphatidylserine transport,"1.00 * phosphatidylserine [e] --> 1.00 * phosphatidylserine [c]
No genes",NA,"Transport, extracellular",2.7.8.8,2
PTDCACRNCPT1,carnitine fatty-acyl transferase,"1.00 * L-Carnitine [c] + 1.00 * pentadecanoyl Coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * pendtadenoyl carnitine [c]
CPT1A; CPT1B; CPT1C",CPT1A; CPT1B; CPT1C,Fatty acid oxidation,2.3.1.21,4
PTDCACRNCPT2,pentadecanoate transport into the mitochondria,"1.00 * Coenzyme A [m] + 1.00 * pendtadenoyl carnitine [m] --> 1.00 * L-Carnitine [m] + 1.00 * pentadecanoyl Coenzyme A [m]
CPT2",CPT2,Fatty acid oxidation,N/A,4
PTDCACRNt,pentadecanoate transport into the mitochondria,"1.00 * pendtadenoyl carnitine [c] --> 1.00 * pendtadenoyl carnitine [m]
SLC25A20",SLC25A20,Fatty acid oxidation,N/A,4
PTDCAt,fatty acid transport via diffusion,"1.00 * pentadecanoate [e] --> 1.00 * pentadecanoate [c]
No genes",NA,"Transport, extracellular",N/A,2
PTE2x,peroxisomal acyl-CoA thioesterase,"1.00 * Palmitoyl-CoA (n-C16:0CoA) [x] + 1.00 * Water [x] --> 1.00 * proton [x] + 1.00 * Coenzyme A [x] + 1.00 * Hexadecanoate (n-C16:0) [x]
ACOT2; ACOT4; ACOT8",ACOT2; ACOT4; ACOT8,Fatty acid oxidation,N/A,4
PTE3x,peroxisomal acyl-CoA thioesterase,"1.00 * Water [x] + 1.00 * pristanoyl coa [x] --> 1.00 * proton [x] + 1.00 * Coenzyme A [x] + 1.00 * pristanic acid [x]
ACOT2",ACOT2,Fatty acid oxidation,N/A,4
PTE4x,peroxisomal acyl-CoA thioesterase,"1.00 * Water [x] + 1.00 * phytanoyl-CoA(4-) [x] --> 1.00 * proton [x] + 1.00 * Coenzyme A [x] + 1.00 * phytanate [x]
ACOT2",ACOT2,Fatty acid oxidation,N/A,4
PTE5x,peroxisomal acyl-CoA thioesterase,"1.00 * Water [x] + 1.00 * adrenyl coenzyme A [x] --> 1.00 * proton [x] + 1.00 * Coenzyme A [x] + 1.00 * adrenic acid [x]
ACOT2",ACOT2,Fatty acid oxidation,N/A,4
PTHPS,6-pyruvoyltetrahydropterin synthase,"1.00 * 7,8-dihydroneopterin 3'-triphosphate(4-) [c] --> 1.00 * triphosphate(5-) [c] + 1.00 * 6-pyruvoyl-5,6,7,8-tetrahydropterin [c]
PTS",PTS,Tetrahydrobiopterin metabolism,4.2.3.12,4
PTHPSn,"6-pyruvoyltetrahydropterin synthase, nuclear","1.00 * 7,8-dihydroneopterin 3'-triphosphate(4-) [n] --> 1.00 * triphosphate(5-) [n] + 1.00 * 6-pyruvoyl-5,6,7,8-tetrahydropterin [n]
PTS",PTS,Tetrahydrobiopterin metabolism,4.2.3.12,4
PTPAT,Phosphopantetheine adenylyltransferase (EC 2.7.7.3),"1.00 * ATP [c] + 1.00 * proton [c] + 1.00 * Pantetheine 4'-phosphate [c] --> 1.00 * Diphosphate [c] + 1.00 * Dephospho-CoA [c]
COASY",COASY,CoA synthesis,N/A,4
PTRCAT1,Putrescine acetyltransferase,"1.00 * Acetyl-CoA [c] + 1.00 * Putrescine [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * N-acetylputrescinium [c]
SAT1; SAT2",SAT1; SAT2,Arginine and Proline Metabolism,2.3.1.57,4
PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Putrescine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 4-Aminobutanal [c]
AOC1; AOC2; AOC3",AOC1; AOC2; AOC3,Arginine and Proline Metabolism,1.4.3.6,2
PUNP1,purine-nucleoside phosphorylase (Adenosine),"1.00 * hydrogenphosphate [c] + 1.00 * Adenosine [c] --> 1.00 * Adenine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Nucleotide interconversion,3.4.2.1,4
PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),"1.00 * hydrogenphosphate [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Adenine [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4
PUNP3,purine-nucleoside phosphorylase (Guanosine),"1.00 * hydrogenphosphate [c] + 1.00 * Guanosine [c] --> 1.00 * Guanine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4
PUNP4,purine-nucleoside phosphorylase (Deoxyguanosine),"1.00 * hydrogenphosphate [c] + 1.00 * Deoxyguanosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Guanine [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4
PUNP5,purine-nucleoside phosphorylase (Inosine),"1.00 * hydrogenphosphate [c] + 1.00 * Inosine [c] --> 1.00 * Hypoxanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4
