ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE_ASSOCIATION (SYMBOL),LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR05442,,ATP[c] + GSH[c] + H2O[c] => ADP[c] + GSH[e] + H+[c] + Pi[c],,ENSG00000114770,ABCC5,,,,,vmhreaction/r1530;metanetx.reaction/MNXR100447;tcdb/3.A.1.208.15;rhea/29788;rhea/29787;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,,0
MAR05443,,ATP[c] + glutathionyl-leukotriene C4[c] + H2O[c] => ADP[c] + glutathionyl-leukotriene C4[e] + H+[c] + Pi[c],,ENSG00000114770,ABCC5,,,,,vmhreaction/r1531;metanetx.reaction/MNXR105501;tcdb/3.A.1.208.15;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,,0
MAR05444,,ATP[c] + H2O[c] + S-glutathionyl-2-4-dinitrobenzene[c] => ADP[c] + H+[c] + Pi[c] + S-glutathionyl-2-4-dinitrobenzene[e],,ENSG00000114770,ABCC5,,,,,vmhreaction/r1532;metanetx.reaction/MNXR105502;tcdb/3.A.1.208.15;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,,0
MAR05445,,ATP[c] + H2O[c] + S-glutathionyl-ethacrynic acid[c] => ADP[c] + H+[c] + Pi[c] + S-glutathionyl-ethacrynic acid[e],,ENSG00000114770,ABCC5,,,,,vmhreaction/r1533;metanetx.reaction/MNXR105503;tcdb/3.A.1.208.15;sbo/SBO:0000185,Transport reactions,,DOI:10.1002/9780470691861,,0
MAR05446,,ATP[c] + H2O[c] + urate[c] => ADP[c] + H+[c] + Pi[c] + urate[e],,ENSG00000125257,ABCC4,,,,,vmhreaction/r1536;metanetx.reaction/MNXR105504;tcdb/3.A.1.208.7;rhea/16462;rhea/16461;sbo/SBO:0000185,Transport reactions,,,PMID:16586096,0
MAR05447,,aspartate[e] + H+[e] + K+[c] + 3 Na+[e] => aspartate[c] + H+[c] + K+[e] + 3 Na+[c],,ENSG00000079215 or ENSG00000105143 or ENSG00000106688 or ENSG00000110436 or ENSG00000162383,SLC1A3 or SLC1A6 or SLC1A1 or SLC1A2 or SLC1A7,,,,,bigg.reaction/ASPt6;vmhreaction/ASPt6;metanetx.reaction/MNXR96108;tcdb/2.A.23.2.3;sbo/SBO:0000185,Transport reactions,,,PMID:14530974,0
MAR05448,,HCO3-[c] + 2 Na+[c] => HCO3-[e] + 2 Na+[e],,ENSG00000080493 or ENSG00000188687,SLC4A4 or SLC4A5,,,,,bigg.reaction/HCO3_2NAt;vmhreaction/r1538;metanetx.reaction/MNXR100573;tcdb/2.A.31.2.8;sbo/SBO:0000185,Transport reactions,,,PMID:14722772,0
MAR05450,,glucose[e] + Na+[e] => glucose[c] + Na+[c],,ENSG00000117834 or ENSG00000140675 or ENSG00000148942 or ENSG00000154025 or ENSG00000158865,SLC5A9 or SLC5A2 or SLC5A12 or SLC5A10 or SLC5A11,,,,,bigg.reaction/GLCt4;vmhreaction/GLCt4;metanetx.reaction/MNXR100240;tcdb/2.A.21.3.6;sbo/SBO:0000185,Transport reactions,,,PMID:12748858,0
MAR05451,,2 Na+[e] + taurine[e] => 2 Na+[c] + taurine[c],,ENSG00000131389,SLC6A6,,,,,bigg.reaction/TAURt4_2_r;vmhreaction/TAURt4_2_r;sbo/SBO:0000185,Transport reactions,,,,0
MAR05454,,chloride[e] + 2 Na+[e] + taurine[e] => chloride[c] + 2 Na+[c] + taurine[c],,ENSG00000131389,SLC6A6,,,,,vmhreaction/TAUBETAtc;tcdb/2.A.22.3.3;sbo/SBO:0000185,Transport reactions,,,PMID:12719981,0
MAR05455,,chloride[e] + glycine[e] + 2 Na+[e] => chloride[c] + glycine[c] + 2 Na+[c],,ENSG00000196517 or ENSG00000268104,SLC6A9 or SLC6A14,,,,,bigg.reaction/GLYt7_211_r;vmhreaction/GLYt7_211_r;tcdb/2.A.22.2.2;sbo/SBO:0000185,Transport reactions,,,PMID:12719981,0
MAR05457,,chloride[e] + glycine[e] + 3 Na+[e] => chloride[c] + glycine[c] + 3 Na+[c],,ENSG00000165970,SLC6A5,,,,,bigg.reaction/GLYt7_311_r;vmhreaction/GLYt7_311_r;sbo/SBO:0000185,Transport reactions,,,,0
MAR05458,,alanine[c] + glycine[e] <=> alanine[e] + glycine[c],,ENSG00000103257 or ENSG00000130876 or ENSG00000168003,SLC7A5 or SLC7A10 or SLC3A2,,,,,bigg.reaction/ALAGLYexR;vmhreaction/ALAGLYexR;metanetx.reaction/MNXR95691;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05459,,glutamine[c] + glycine[e] <=> glutamine[e] + glycine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1544;metanetx.reaction/MNXR105505;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05460,,glycine[c] + serine[e] <=> glycine[e] + serine[c],,ENSG00000103257 or ENSG00000130876 or ENSG00000168003,SLC7A5 or SLC7A10 or SLC3A2,,,,,bigg.reaction/SERGLYexR;vmhreaction/SERGLYexR;metanetx.reaction/MNXR104342;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05461,,glycine[c] + methionine[e] <=> glycine[e] + methionine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1546;metanetx.reaction/MNXR105506;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05462,,glycine[c] + tryptophan[e] <=> glycine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1547;metanetx.reaction/MNXR105507;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05463,,glycine[c] + phenylalanine[e] <=> glycine[e] + phenylalanine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1548;metanetx.reaction/MNXR105508;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05464,,glycine[c] + tyrosine[e] <=> glycine[e] + tyrosine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1549;metanetx.reaction/MNXR105509;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05465,,cysteine[c] + glycine[e] <=> cysteine[e] + glycine[c],,(ENSG00000092068 and ENSG00000168003) or ENSG00000103257,(ENSG00000092068 and ENSG00000168003) or SLC7A5,,,,,bigg.reaction/CYSGLYex;vmhreaction/CYSGLYexR;metanetx.reaction/MNXR97001;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05466,,glycine[c] + leucine[e] <=> glycine[e] + leucine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1551;metanetx.reaction/MNXR105510;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05467,,glycine[c] + proline[e] <=> glycine[e] + proline[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1552;metanetx.reaction/MNXR105511;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05468,,asparagine[c] + glycine[e] <=> asparagine[e] + glycine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1553;metanetx.reaction/MNXR105512;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05469,,glycine[c] + valine[e] <=> glycine[e] + valine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1554;metanetx.reaction/MNXR105513;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05470,,glycine[c] + threonine[e] <=> glycine[e] + threonine[c],,ENSG00000103257 or ENSG00000130876 or ENSG00000168003,SLC7A5 or SLC7A10 or SLC3A2,,,,,bigg.reaction/THRGLYexR;vmhreaction/THRGLYexR;metanetx.reaction/MNXR104841;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05471,,glycine[c] + homoserine[e] <=> glycine[e] + homoserine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1556;metanetx.reaction/MNXR105514;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05472,,glycine[c] + isoleucine[e] <=> glycine[e] + isoleucine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1557;metanetx.reaction/MNXR105515;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05473,,alanine[c] + glutamine[e] <=> alanine[e] + glutamine[c],,ENSG00000103257 or ENSG00000130876 or ENSG00000168003,SLC7A5 or SLC7A10 or SLC3A2,,,,,bigg.reaction/ALAGLNexR;vmhreaction/ALAGLNexR;metanetx.reaction/MNXR95689;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05474,,alanine[c] + serine[e] <=> alanine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1559;metanetx.reaction/MNXR105516;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05475,,alanine[c] + methionine[e] <=> alanine[e] + methionine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1560;metanetx.reaction/MNXR105517;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05476,,alanine[c] + tryptophan[e] <=> alanine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1561;metanetx.reaction/MNXR105518;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05477,,alanine[c] + phenylalanine[e] <=> alanine[e] + phenylalanine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1562;metanetx.reaction/MNXR105519;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05478,,alanine[c] + tyrosine[e] <=> alanine[e] + tyrosine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1563;metanetx.reaction/MNXR105520;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05479,,alanine[c] + cysteine[e] <=> alanine[e] + cysteine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1564;metanetx.reaction/MNXR105521;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05480,,alanine[c] + leucine[e] <=> alanine[e] + leucine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1565;metanetx.reaction/MNXR105522;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05481,,alanine[c] + proline[e] <=> alanine[e] + proline[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1566;metanetx.reaction/MNXR105523;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05482,,alanine[c] + asparagine[e] <=> alanine[e] + asparagine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1567;metanetx.reaction/MNXR105524;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05483,,alanine[c] + valine[e] <=> alanine[e] + valine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1568;metanetx.reaction/MNXR105525;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05484,,alanine[c] + threonine[e] <=> alanine[e] + threonine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1569;metanetx.reaction/MNXR105526;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05485,,alanine[c] + homoserine[e] <=> alanine[e] + homoserine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1570;metanetx.reaction/MNXR105527;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05486,,alanine[c] + isoleucine[e] <=> alanine[e] + isoleucine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1571;metanetx.reaction/MNXR105528;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05487,,glutamine[c] + serine[e] <=> glutamine[e] + serine[c],,ENSG00000103257 or ENSG00000130876 or ENSG00000168003,SLC7A5 or SLC7A10 or SLC3A2,,,,,bigg.reaction/SERGLNexR;vmhreaction/SERGLNexR;metanetx.reaction/MNXR104341;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05488,,glutamine[c] + methionine[e] <=> glutamine[e] + methionine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1573;metanetx.reaction/MNXR105529;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05489,,glutamine[c] + tryptophan[e] <=> glutamine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1574;metanetx.reaction/MNXR105530;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05490,,glutamine[c] + phenylalanine[e] <=> glutamine[e] + phenylalanine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1575;metanetx.reaction/MNXR105531;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05491,,glutamine[c] + tyrosine[e] <=> glutamine[e] + tyrosine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1576;metanetx.reaction/MNXR105532;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05492,,cysteine[c] + glutamine[e] <=> cysteine[e] + glutamine[c],,(ENSG00000130876 and ENSG00000168003) or (ENSG00000103257 and ENSG00000168003),(ENSG00000130876 and ENSG00000168003) or (ENSG00000103257 and ENSG00000168003),,,,,bigg.reaction/CYSGLUexR;vmhreaction/CYSGLUexR;metanetx.reaction/MNXR97000;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05493,,glutamine[c] + leucine[e] <=> glutamine[e] + leucine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1578;metanetx.reaction/MNXR105533;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05494,,glutamine[c] + proline[e] <=> glutamine[e] + proline[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1579;metanetx.reaction/MNXR105534;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05495,,asparagine[c] + glutamine[e] <=> asparagine[e] + glutamine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1580;metanetx.reaction/MNXR105535;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05496,,glutamine[c] + valine[e] <=> glutamine[e] + valine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1581;metanetx.reaction/MNXR105536;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05497,,glutamine[c] + threonine[e] <=> glutamine[e] + threonine[c],,ENSG00000103257 or ENSG00000130876 or ENSG00000168003,SLC7A5 or SLC7A10 or SLC3A2,,,,,bigg.reaction/THRGLNexR;vmhreaction/THRGLNexR;metanetx.reaction/MNXR104840;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05498,,glutamine[c] + homoserine[e] <=> glutamine[e] + homoserine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1583;metanetx.reaction/MNXR105537;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05499,,glutamine[c] + isoleucine[e] <=> glutamine[e] + isoleucine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1584;metanetx.reaction/MNXR105538;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05500,,methionine[c] + serine[e] <=> methionine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1585;metanetx.reaction/MNXR105539;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05501,,serine[c] + tryptophan[e] <=> serine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1586;metanetx.reaction/MNXR105540;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05502,,phenylalanine[c] + serine[e] <=> phenylalanine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1587;metanetx.reaction/MNXR105541;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05503,,serine[c] + tyrosine[e] <=> serine[e] + tyrosine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1588;metanetx.reaction/MNXR105542;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05504,,cysteine[c] + serine[e] <=> cysteine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1589;metanetx.reaction/MNXR105543;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05505,,leucine[c] + serine[e] <=> leucine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1590;metanetx.reaction/MNXR105544;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05506,,proline[c] + serine[e] <=> proline[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1591;metanetx.reaction/MNXR105545;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05507,,asparagine[c] + serine[e] <=> asparagine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1592;metanetx.reaction/MNXR105546;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05508,,serine[c] + valine[e] <=> serine[e] + valine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1593;metanetx.reaction/MNXR105547;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05509,,serine[c] + threonine[e] <=> serine[e] + threonine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1594;metanetx.reaction/MNXR105548;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05510,,homoserine[c] + serine[e] <=> homoserine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1595;metanetx.reaction/MNXR105549;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05511,,isoleucine[c] + serine[e] <=> isoleucine[e] + serine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1596;metanetx.reaction/MNXR105550;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05512,,methionine[c] + tryptophan[e] <=> methionine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1597;metanetx.reaction/MNXR105551;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05513,,methionine[c] + phenylalanine[e] <=> methionine[e] + phenylalanine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1598;metanetx.reaction/MNXR105552;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05514,,methionine[c] + tyrosine[e] <=> methionine[e] + tyrosine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1599;metanetx.reaction/MNXR105553;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05515,,cysteine[c] + methionine[e] <=> cysteine[e] + methionine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1600;metanetx.reaction/MNXR105554;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05516,,leucine[c] + methionine[e] <=> leucine[e] + methionine[c],,ENSG00000103257 and ENSG00000168003,SLC7A5 and SLC3A2,,,,,bigg.reaction/METLEUex;vmhreaction/METLEUex;metanetx.reaction/MNXR101477;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05517,,methionine[c] + proline[e] <=> methionine[e] + proline[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1602;metanetx.reaction/MNXR105555;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05518,,asparagine[c] + methionine[e] <=> asparagine[e] + methionine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1603;metanetx.reaction/MNXR105556;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05519,,methionine[c] + valine[e] <=> methionine[e] + valine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1604;metanetx.reaction/MNXR105557;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05520,,methionine[c] + threonine[e] <=> methionine[e] + threonine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1605;metanetx.reaction/MNXR105558;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05521,,homoserine[c] + methionine[e] <=> homoserine[e] + methionine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1606;metanetx.reaction/MNXR105559;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05522,,isoleucine[c] + methionine[e] <=> isoleucine[e] + methionine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1607;metanetx.reaction/MNXR105560;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05523,,phenylalanine[c] + tryptophan[e] <=> phenylalanine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1608;metanetx.reaction/MNXR105561;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05524,,tryptophan[c] + tyrosine[e] <=> tryptophan[e] + tyrosine[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1609;metanetx.reaction/MNXR105562;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05525,,cysteine[c] + tryptophan[e] <=> cysteine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1610;metanetx.reaction/MNXR105563;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05526,,leucine[c] + tryptophan[e] <=> leucine[e] + tryptophan[c],,ENSG00000103257,SLC7A5,,,,,vmhreaction/r1611;metanetx.reaction/MNXR105564;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05527,,proline[c] + tryptophan[e] <=> proline[e] + tryptophan[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1612;metanetx.reaction/MNXR105565;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05528,,asparagine[c] + tryptophan[e] <=> asparagine[e] + tryptophan[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1613;metanetx.reaction/MNXR105566;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05529,,tryptophan[c] + valine[e] <=> tryptophan[e] + valine[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1614;metanetx.reaction/MNXR105567;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05530,,threonine[c] + tryptophan[e] <=> threonine[e] + tryptophan[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1615;metanetx.reaction/MNXR105568;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05531,,homoserine[c] + tryptophan[e] <=> homoserine[e] + tryptophan[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1616;metanetx.reaction/MNXR105569;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05532,,isoleucine[c] + tryptophan[e] <=> isoleucine[e] + tryptophan[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1617;metanetx.reaction/MNXR105570;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05533,,phenylalanine[c] + tyrosine[e] <=> phenylalanine[e] + tyrosine[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/TYRPHELAT2tc;vmhreaction/r1618;metanetx.reaction/MNXR104997;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05534,,cysteine[c] + phenylalanine[e] <=> cysteine[e] + phenylalanine[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1619;vmhreaction/CYSPHELAT2tc;metanetx.reaction/MNXR97006;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
MAR05535,,leucine[c] + phenylalanine[e] <=> leucine[e] + phenylalanine[c],,ENSG00000103257 or ENSG00000165029,SLC7A5 or ABCA1,,,,,vmhreaction/r1620;vmhreaction/LEUPHELAT2tc;metanetx.reaction/MNXR101052;tcdb/2.A.3.8.1;sbo/SBO:0000185,Transport reactions,,,PMID:14770309;PMID:14770310,0
