id	name	subsystem	formula	ecnumber	keggId	keggorthology	cog	seed	metanetx
TRPTYRTYRt	Transport of Trptyrtyr, Extracellular	h[e] + trptyrtyr[e] <=> h[c] + trptyrtyr[c] 	Transport, extracellular						
TRPVALASPt	Transport of TrpValAsp, Extracellular	h[e] + trpvalasp[e] <=> h[c] + trpvalasp[c] 	Transport, extracellular						
TYRALAt	Transport of TyrAla, Extracellular	h[e] + tyrala[e] <=> h[c] + tyrala[c] 	Transport, extracellular						
TYRALAPHEt	Transport of TyrAlaPhe, Extracellular	h[e] + tyralaphe[e] <=> h[c] + tyralaphe[c] 	Transport, extracellular						
TYRARGGLUt	Transport of TyrArgGlu, Extracellular	h[e] + tyrargglu[e] <=> h[c] + tyrargglu[c] 	Transport, extracellular						
TYRARGSERt	Transport of TyrArgSer, Extracellular	h[e] + tyrargser[e] <=> h[c] + tyrargser[c] 	Transport, extracellular						
TYRASPARGt	Transport of TyrAspArg, Extracellular	h[e] + tyrasparg[e] <=> h[c] + tyrasparg[c] 	Transport, extracellular						
TYRCYSGLYt	Transport of TyrCysGly, Extracellular	h[e] + tyrcysgly[e] <=> h[c] + tyrcysgly[c] 	Transport, extracellular						
TYRCYSTHRt	Transport of TyrCysThr, Extracellular	h[e] + tyrcysthr[e] <=> h[c] + tyrcysthr[c] 	Transport, extracellular						
TYRGLUt	Transport of TyrGlu, Extracellular	h[e] + tyrglu[e] <=> h[c] + tyrglu[c] 	Transport, extracellular						
TYRLEUARGt	Transport of TyrLeuArg, Extracellular	h[e] + tyrleuarg[e] <=> h[c] + tyrleuarg[c] 	Transport, extracellular						
TYRPHETYRt	Transport of TyrPhetyr, Extracellular	h[e] + tyrphetyr[e] <=> h[c] + tyrphetyr[c] 	Transport, extracellular						
TYRTHRt	Transport of TyrThr, Extracellular	h[e] + tyrthr[e] <=> h[c] + tyrthr[c] 	Transport, extracellular						
TYRTRPPHEt	Transport of TyrTrpPhe, Extracellular	h[e] + tyrtrpphe[e] <=> h[c] + tyrtrpphe[c] 	Transport, extracellular						
TYRTYRt	Transport of Tyrtyr, Extracellular	h[e] + tyrtyr[e] <=> h[c] + tyrtyr[c] 	Transport, extracellular						
TYRVALMETt	Transport of TyrValMet, Extracellular	h[e] + tyrvalmet[e] <=> h[c] + tyrvalmet[c] 	Transport, extracellular						
VALARGGLYt	Transport of ValArgGly, Extracellular	h[e] + valarggly[e] <=> h[c] + valarggly[c] 	Transport, extracellular						
VALHISASNt	Transport of ValHisAsn, Extracellular	h[e] + valhisasn[e] <=> h[c] + valhisasn[c] 	Transport, extracellular						
VALLEUPHEt	Transport of ValLeuPhe, Extracellular	h[e] + valleuphe[e] <=> h[c] + valleuphe[c] 	Transport, extracellular						
VALLYSTYRt	Transport of ValLystyr, Extracellular	h[e] + vallystyr[e] <=> h[c] + vallystyr[c] 	Transport, extracellular						
VALPHEARGt	Transport of ValPheArg, Extracellular	h[e] + valphearg[e] <=> h[c] + valphearg[c] 	Transport, extracellular						
VALPROTRPt	Transport of ValProTrp, Extracellular	h[e] + valprotrp[e] <=> h[c] + valprotrp[c] 	Transport, extracellular						
VALSERARGt	Transport of ValSerArg, Extracellular	h[e] + valserarg[e] <=> h[c] + valserarg[c] 	Transport, extracellular						
VALTRPPHEt	Transport of ValTrpPhe, Extracellular	h[e] + valtrpphe[e] <=> h[c] + valtrpphe[c] 	Transport, extracellular						
VALTRPVALt	Transport of ValTrpVal, Extracellular	h[e] + valtrpval[e] <=> h[c] + valtrpval[c] 	Transport, extracellular						
VALVALt	Transport of ValVal, Extracellular	h[e] + valval[e] <=> h[c] + valval[c] 	Transport, extracellular						
TRPGLYASPt	Transport of TrpGlyAsp, Extracellular	h[e] + trpglyasp[e] <=> h[c] + trpglyasp[c] 	Transport, extracellular						
ALAARGCYSr	Metabolism (Formation/Degradation) of AlaArgCys	alaargcys[c] + 2.0 h2o[c] <=> ala_L[c] + arg_L[c] + cys_L[c] 	Peptide metabolism						
ALAARGGLYr	Metabolism (Formation/Degradation) of AlaArgGly	alaarggly[c] + 2.0 h2o[c] <=> ala_L[c] + arg_L[c] + gly[c] 	Peptide metabolism						
ALAASNLEUr	Metabolism (Formation/Degradation) of AlaAsnLeu	alaasnleu[c] + 2.0 h2o[c] <=> ala_L[c] + asn_L[c] + leu_L[c] 	Peptide metabolism						
ALAGLYLYSr	Metabolism (Formation/Degradation) of AlaGlyLys	alaglylys[c] + 2.0 h2o[c] <=> ala_L[c] + gly[c] + lys_L[c] 	Peptide metabolism						
ALAHISALAr	Metabolism (Formation/Degradation) of AlaHisAla	alahisala[c] + 2.0 h2o[c] <=> 2.0 ala_L[c] + his_L[c] 	Peptide metabolism						
ALALYSTHRr	Metabolism (Formation/Degradation) of AlaLysThr	alalysthr[c] + 2.0 h2o[c] <=> ala_L[c] + lys_L[c] + thr_L[c] 	Peptide metabolism						
ARGALAALAr	Metabolism (Formation/Degradation) of ArgAlaAla	alaala[c] + arg_L[c] <=> argalaala[c] + h2o[c] 	Peptide metabolism						
ARGALAPHEr	Metabolism (Formation/Degradation) of ArgAlaPhe	argalaphe[c] + 2.0 h2o[c] <=> ala_L[c] + arg_L[c] + phe_L[c] 	Peptide metabolism						
ARGALATHRr	Metabolism (Formation/Degradation) of ArgAlaThr	argalathr[c] + 2.0 h2o[c] <=> ala_L[c] + arg_L[c] + thr_L[c] 	Peptide metabolism						
ARGARGr	Metabolism (Formation/Degradation) of ArgArg	argarg[c] + h2o[c] <=> 2.0 arg_L[c] 	Peptide metabolism						
ARGARGLYSr	Metabolism (Formation/Degradation) of ArgArgLys	argarglys[c] + 2.0 h2o[c] <=> 2.0 arg_L[c] + lys_L[c] 	Peptide metabolism						
ARGARGMETr	Metabolism (Formation/Degradation) of ArgArgMet	argargmet[c] + 2.0 h2o[c] <=> 2.0 arg_L[c] + met_L[c] 	Peptide metabolism						
ARGCYSGLYr	Metabolism (Formation/Degradation) of ArgCysGly	argcysgly[c] + 2.0 h2o[c] <=> arg_L[c] + cys_L[c] + gly[c] 	Peptide metabolism						
ARGCYSSERr	Metabolism (Formation/Degradation) of ArgCysSer	argcysser[c] + 2.0 h2o[c] <=> arg_L[c] + cys_L[c] + ser_L[c] 	Peptide metabolism						
ARGGLUGLUr	Metabolism (Formation/Degradation) of ArgGluGlu	arggluglu[c] + 2.0 h2o[c] <=> arg_L[c] + 2.0 glu_L[c] 	Peptide metabolism						
ARGGLUPROr	Metabolism (Formation/Degradation) of ArgGluPro	argglupro[c] + 2.0 h2o[c] <=> arg_L[c] + glu_L[c] + pro_L[c] 	Peptide metabolism						
ARGGLYGLYr	Metabolism (Formation/Degradation) of ArgGlyGly	arg_L[c] + glygly[c] <=> argglygly[c] + h2o[c] 	Peptide metabolism						
ARGHISTHRr	Metabolism (Formation/Degradation) of ArgHisThr	arghisthr[c] + 2.0 h2o[c] <=> arg_L[c] + his_L[c] + thr_L[c] 	Peptide metabolism						
ARGLEUPHEr	Metabolism (Formation/Degradation) of ArgLeuPhe	argleuphe[c] + 2.0 h2o[c] <=> arg_L[c] + leu_L[c] + phe_L[c] 	Peptide metabolism						
ARGLYSASPr	Metabolism (Formation/Degradation) of ArgLysAsp	arglysasp[c] + 2.0 h2o[c] <=> arg_L[c] + asp_L[c] + lys_L[c] 	Peptide metabolism						
ARGPHEARGr	Metabolism (Formation/Degradation) of ArgPheArg	argphearg[c] + 2.0 h2o[c] <=> 2.0 arg_L[c] + phe_L[c] 	Peptide metabolism						
ARGPROMETr	Metabolism (Formation/Degradation) of ArgProMet	argpromet[c] + 2.0 h2o[c] <=> arg_L[c] + met_L[c] + pro_L[c] 	Peptide metabolism						
ARGPROTHRr	Metabolism (Formation/Degradation) of ArgProThr	argprothr[c] + 2.0 h2o[c] <=> arg_L[c] + pro_L[c] + thr_L[c] 	Peptide metabolism						
ARGSERSERr	Metabolism (Formation/Degradation) of ArgSerSer	argserser[c] + 2.0 h2o[c] <=> arg_L[c] + 2.0 ser_L[c] 	Peptide metabolism						
ARGTYRVALr	Metabolism (Formation/Degradation) of ArgtyrVal	argtyrval[c] + 2.0 h2o[c] <=> arg_L[c] + tyr_L[c] + val_L[c] 	Peptide metabolism						
ARGVALCYSr	Metabolism (Formation/Degradation) of ArgValCys	argvalcys[c] + 2.0 h2o[c] <=> arg_L[c] + cys_L[c] + val_L[c] 	Peptide metabolism						
ARGVALTRPr	Metabolism (Formation/Degradation) of ArgValTrp	argvaltrp[c] + 2.0 h2o[c] <=> arg_L[c] + trp_L[c] + val_L[c] 	Peptide metabolism						
ASNASNARGr	Metabolism (Formation/Degradation) of AsnAsnArg	asnasnarg[c] + 2.0 h2o[c] <=> arg_L[c] + 2.0 asn_L[c] 	Peptide metabolism						
ASNCYSCYSr	Metabolism (Formation/Degradation) of AsnCysCys	asncyscys[c] + 2.0 h2o[c] <=> asn_L[c] + 2.0 cys_L[c] 	Peptide metabolism						
ASNMETPROr	Metabolism (Formation/Degradation) of AsnMetPro	asnmetpro[c] + 2.0 h2o[c] <=> asn_L[c] + met_L[c] + pro_L[c] 	Peptide metabolism						
ASNPHEASPr	Metabolism (Formation/Degradation) of AsnPheAsp	asnpheasp[c] + 2.0 h2o[c] <=> asn_L[c] + asp_L[c] + phe_L[c] 	Peptide metabolism						
ASNPHECYSr	Metabolism (Formation/Degradation) of AsnPheCys	asnphecys[c] + 2.0 h2o[c] <=> asn_L[c] + cys_L[c] + phe_L[c] 	Peptide metabolism						
ASNTYRGLYr	Metabolism (Formation/Degradation) of AsntyrGly	asntyrgly[c] + 2.0 h2o[c] <=> asn_L[c] + gly[c] + tyr_L[c] 	Peptide metabolism						
ASNTYRPHEr	Metabolism (Formation/Degradation) of AsntyrPhe	asntyrphe[c] + 2.0 h2o[c] <=> asn_L[c] + phe_L[c] + tyr_L[c] 	Peptide metabolism						
ASNTYRTHRr	Metabolism (Formation/Degradation) of AsntyrThr	asntyrthr[c] + 2.0 h2o[c] <=> asn_L[c] + thr_L[c] + tyr_L[c] 	Peptide metabolism						
ASPALAARGr	Metabolism (Formation/Degradation) of AspAlaArg	aspalaarg[c] + 2.0 h2o[c] <=> ala_L[c] + arg_L[c] + asp_L[c] 	Peptide metabolism						
ASPASNGLUr	Metabolism (Formation/Degradation) of AspAsnGlu	aspasnglu[c] + 2.0 h2o[c] <=> asn_L[c] + asp_L[c] + glu_L[c] 	Peptide metabolism						
ASPGLUr	Metabolism (Formation/Degradation) of AspGlu	aspglu[c] + h2o[c] <=> asp_L[c] + glu_L[c] 	Peptide metabolism						
ASPGLUPROr	Metabolism (Formation/Degradation) of AspGluPro	aspglupro[c] + 2.0 h2o[c] <=> asp_L[c] + glu_L[c] + pro_L[c] 	Peptide metabolism						
ASPGLUTRPr	Metabolism (Formation/Degradation) of AspGluTrp	aspglutrp[c] + 2.0 h2o[c] <=> asp_L[c] + glu_L[c] + trp_L[c] 	Peptide metabolism						
ASPHISCYSr	Metabolism (Formation/Degradation) of AspHisCys	asphiscys[c] + 2.0 h2o[c] <=> asp_L[c] + cys_L[c] + his_L[c] 	Peptide metabolism						
ASPHISPROr	Metabolism (Formation/Degradation) of AspHisPro	asphispro[c] + 2.0 h2o[c] <=> asp_L[c] + his_L[c] + pro_L[c] 	Peptide metabolism						
ASPLYSGLUr	Metabolism (Formation/Degradation) of AspLysGlu	asplysglu[c] + 2.0 h2o[c] <=> asp_L[c] + glu_L[c] + lys_L[c] 	Peptide metabolism						
ASPLYSHISr	Metabolism (Formation/Degradation) of AspLysHis	asplyshis[c] + 2.0 h2o[c] <=> asp_L[c] + his_L[c] + lys_L[c] 	Peptide metabolism						
ASPMETASPr	Metabolism (Formation/Degradation) of AspMetAsp	aspmetasp[c] + 2.0 h2o[c] <=> 2.0 asp_L[c] + met_L[c] 	Peptide metabolism						
ASPPROLYSr	Metabolism (Formation/Degradation) of AspProLys	aspprolys[c] + 2.0 h2o[c] <=> asp_L[c] + lys_L[c] + pro_L[c] 	Peptide metabolism						
ASPVALASNr	Metabolism (Formation/Degradation) of AspValAsn	aspvalasn[c] + 2.0 h2o[c] <=> asn_L[c] + asp_L[c] + val_L[c] 	Peptide metabolism						
CYSASNMETr	Metabolism (Formation/Degradation) of CysAsnMet	cysasnmet[c] + 2.0 h2o[c] <=> asn_L[c] + cys_L[c] + met_L[c] 	Peptide metabolism						
CYSASPPHEr	Metabolism (Formation/Degradation) of CysAspPhe	cysaspphe[c] + 2.0 h2o[c] <=> asp_L[c] + cys_L[c] + phe_L[c] 	Peptide metabolism						
CYSCYSr	Metabolism (Formation/Degradation) of CysCys	cyscys[c] + h2o[c] <=> 2.0 cys_L[c] 	Peptide metabolism						
CYSGLNMETr	Metabolism (Formation/Degradation) of CysGlnMet	cysglnmet[c] + 2.0 h2o[c] <=> cys_L[c] + gln_L[c] + met_L[c] 	Peptide metabolism						
CYSGLUHISr	Metabolism (Formation/Degradation) of CysGluHis	cysgluhis[c] + 2.0 h2o[c] <=> cys_L[c] + glu_L[c] + his_L[c] 	Peptide metabolism						
CYSGLUTRPr	Metabolism (Formation/Degradation) of CysGluTrp	cysglutrp[c] + 2.0 h2o[c] <=> cys_L[c] + glu_L[c] + trp_L[c] 	Peptide metabolism						
CYSLEUTHRr	Metabolism (Formation/Degradation) of CysLeuThr	cysleuthr[c] + 2.0 h2o[c] <=> cys_L[c] + leu_L[c] + thr_L[c] 	Peptide metabolism						
CYSSERMETr	Metabolism (Formation/Degradation) of CysSerMet	cyssermet[c] + 2.0 h2o[c] <=> cys_L[c] + met_L[c] + ser_L[c] 	Peptide metabolism						
CYSTYRASNr	Metabolism (Formation/Degradation) of CystyrAsn	cystyrasn[c] + 2.0 h2o[c] <=> asn_L[c] + cys_L[c] + tyr_L[c] 	Peptide metabolism						
GLNASNGLNr	Metabolism (Formation/Degradation) of GlnAsnGln	glnasngln[c] + 2.0 h2o[c] <=> asn_L[c] + 2.0 gln_L[c] 	Peptide metabolism						
GLNHISHISr	Metabolism (Formation/Degradation) of GlnHisHis	glnhishis[c] + 2.0 h2o[c] <=> gln_L[c] + 2.0 his_L[c] 	Peptide metabolism						
GLNHISLYSr	Metabolism (Formation/Degradation) of GlnHisLys	glnhislys[c] + 2.0 h2o[c] <=> gln_L[c] + his_L[c] + lys_L[c] 	Peptide metabolism						
GLNLYSLYSr	Metabolism (Formation/Degradation) of GlnLysLys	glnlyslys[c] + 2.0 h2o[c] <=> gln_L[c] + 2.0 lys_L[c] 	Peptide metabolism						
GLNLYSTRPr	Metabolism (Formation/Degradation) of GlnLysTrp	glnlystrp[c] + 2.0 h2o[c] <=> gln_L[c] + lys_L[c] + trp_L[c] 	Peptide metabolism						
GLNPROGLUr	Metabolism (Formation/Degradation) of GlnProGlu	glnproglu[c] + 2.0 h2o[c] <=> gln_L[c] + glu_L[c] + pro_L[c] 	Peptide metabolism						
GLNTRPGLUr	Metabolism (Formation/Degradation) of GlnTrpGlu	glntrpglu[c] + 2.0 h2o[c] <=> gln_L[c] + glu_L[c] + trp_L[c] 	Peptide metabolism						
GLNTYRLEUr	Metabolism (Formation/Degradation) of GlntyrLeu	glntyrleu[c] + 2.0 h2o[c] <=> gln_L[c] + leu_L[c] + tyr_L[c] 	Peptide metabolism						
GLUARGLEUr	Metabolism (Formation/Degradation) of GluArgLeu	gluargleu[c] + 2.0 h2o[c] <=> arg_L[c] + glu_L[c] + leu_L[c] 	Peptide metabolism						
GLUASNLEUr	Metabolism (Formation/Degradation) of GluAsnLeu	gluasnleu[c] + 2.0 h2o[c] <=> asn_L[c] + glu_L[c] + leu_L[c] 	Peptide metabolism						
GLUGLUr	Metabolism (Formation/Degradation) of GluGlu	gluglu[c] + h2o[c] <=> 2.0 glu_L[c] 	Peptide metabolism						
GLUILELYSr	Metabolism (Formation/Degradation) of GluIleLys	gluilelys[c] + 2.0 h2o[c] <=> glu_L[c] + ile_L[c] + lys_L[c] 	Peptide metabolism						
GLULEUr	Metabolism (Formation/Degradation) of GluLeu	gluleu[c] + h2o[c] <=> glu_L[c] + leu_L[c] 	Peptide metabolism						
GLUMETr	Metabolism (Formation/Degradation) of GluMet	glumet[c] + h2o[c] <=> glu_L[c] + met_L[c] 	Peptide metabolism						
GLUMETHISr	Metabolism (Formation/Degradation) of GluMetHis	glumethis[c] + 2.0 h2o[c] <=> glu_L[c] + his_L[c] + met_L[c] 	Peptide metabolism						
GLUTHRr	Metabolism (Formation/Degradation) of GluThr	gluthr[c] + h2o[c] <=> glu_L[c] + thr_L[c] 	Peptide metabolism						
GLUTHRLYSr	Metabolism (Formation/Degradation) of GluThrLys	gluthrlys[c] + 2.0 h2o[c] <=> glu_L[c] + lys_L[c] + thr_L[c] 	Peptide metabolism						
GLUTRPALAr	Metabolism (Formation/Degradation) of GluTrpAla	glutrpala[c] + 2.0 h2o[c] <=> ala_L[c] + glu_L[c] + trp_L[c] 	Peptide metabolism						
GLYHISASNr	Metabolism (Formation/Degradation) of GlyHisAsn	glyhisasn[c] + 2.0 h2o[c] <=> asn_L[c] + gly[c] + his_L[c] 	Peptide metabolism						
GLYHISLYSr	Metabolism (Formation/Degradation) of GlyHisLys	glyhislys[c] + 2.0 h2o[c] <=> gly[c] + his_L[c] + lys_L[c] 	Peptide metabolism						
GLYLYSCYSr	Metabolism (Formation/Degradation) of GlyLysCys	glylyscys[c] + 2.0 h2o[c] <=> cys_L[c] + gly[c] + lys_L[c] 	Peptide metabolism						
GLYLYSPHEr	Metabolism (Formation/Degradation) of GlyLysPhe	glylysphe[c] + 2.0 h2o[c] <=> gly[c] + lys_L[c] + phe_L[c] 	Peptide metabolism						
GLYTYRLYSr	Metabolism (Formation/Degradation) of GlytyrLys	glytyrlys[c] + 2.0 h2o[c] <=> gly[c] + lys_L[c] + tyr_L[c] 	Peptide metabolism						
GLYVALHISr	Metabolism (Formation/Degradation) of GlyValHis	glyvalhis[c] + 2.0 h2o[c] <=> gly[c] + his_L[c] + val_L[c] 	Peptide metabolism						
HISARGCYSr	Metabolism (Formation/Degradation) of HisArgCys	2.0 h2o[c] + hisargcys[c] <=> arg_L[c] + cys_L[c] + his_L[c] 	Peptide metabolism						
HISARGSERr	Metabolism (Formation/Degradation) of HisArgSer	2.0 h2o[c] + hisargser[c] <=> arg_L[c] + his_L[c] + ser_L[c] 	Peptide metabolism						
HISASPr	Metabolism (Formation/Degradation) of HisAsp	h2o[c] + hisasp[c] <=> asp_L[c] + his_L[c] 	Peptide metabolism						
HISCYSCYSr	Metabolism (Formation/Degradation) of HisCysCys	2.0 h2o[c] + hiscyscys[c] <=> 2.0 cys_L[c] + his_L[c] 	Peptide metabolism						
HISGLNALAr	Metabolism (Formation/Degradation) of HisGlnAla	2.0 h2o[c] + hisglnala[c] <=> ala_L[c] + gln_L[c] + his_L[c] 	Peptide metabolism						
HISGLUr	Metabolism (Formation/Degradation) of HisGlu	h2o[c] + hisglu[c] <=> glu_L[c] + his_L[c] 	Peptide metabolism						
HISGLUGLNr	Metabolism (Formation/Degradation) of HisGluGln	2.0 h2o[c] + hisglugln[c] <=> gln_L[c] + glu_L[c] + his_L[c] 	Peptide metabolism						
HISGLYLYSr	Metabolism (Formation/Degradation) of HisGlyLys	2.0 h2o[c] + hisglylys[c] <=> gly[c] + his_L[c] + lys_L[c] 	Peptide metabolism						
HISHISLYSr	Metabolism (Formation/Degradation) of HisHisLys	2.0 h2o[c] + hishislys[c] <=> 2.0 his_L[c] + lys_L[c] 	Peptide metabolism						
HISLYSALAr	Metabolism (Formation/Degradation) of HisLysAla	2.0 h2o[c] + hislysala[c] <=> ala_L[c] + his_L[c] + lys_L[c] 	Peptide metabolism						
HISLYSGLUr	Metabolism (Formation/Degradation) of HisLysGlu	2.0 h2o[c] + hislysglu[c] <=> glu_L[c] + his_L[c] + lys_L[c] 	Peptide metabolism						
HISLYSILEr	Metabolism (Formation/Degradation) of HisLysIle	2.0 h2o[c] + hislysile[c] <=> his_L[c] + ile_L[c] + lys_L[c] 	Peptide metabolism						
HISLYSTHRr	Metabolism (Formation/Degradation) of HisLysThr	2.0 h2o[c] + hislysthr[c] <=> his_L[c] + lys_L[c] + thr_L[c] 	Peptide metabolism						
HISLYSVALr	Metabolism (Formation/Degradation) of HisLysVal	2.0 h2o[c] + hislysval[c] <=> his_L[c] + lys_L[c] + val_L[c] 	Peptide metabolism						
HISMETr	Metabolism (Formation/Degradation) of HisMet	h2o[c] + hismet[c] <=> his_L[c] + met_L[c] 	Peptide metabolism						
HISMETGLNr	Metabolism (Formation/Degradation) of HisMetGln	2.0 h2o[c] + hismetgln[c] <=> gln_L[c] + his_L[c] + met_L[c] 	Peptide metabolism						
HISPHEARGr	Metabolism (Formation/Degradation) of HisPheArg	2.0 h2o[c] + hisphearg[c] <=> arg_L[c] + his_L[c] + phe_L[c] 	Peptide metabolism						
HISPROLYSr	Metabolism (Formation/Degradation) of HisProLys	2.0 h2o[c] + hisprolys[c] <=> his_L[c] + lys_L[c] + pro_L[c] 	Peptide metabolism						
HISTRPHISr	Metabolism (Formation/Degradation) of HisTrpHis	2.0 h2o[c] + histrphis[c] <=> 2.0 his_L[c] + trp_L[c] 	Peptide metabolism						
ILEARGILEr	Metabolism (Formation/Degradation) of IleArgIle	2.0 h2o[c] + ileargile[c] <=> arg_L[c] + 2.0 ile_L[c] 	Peptide metabolism						
ILEASNHISr	Metabolism (Formation/Degradation) of IleAsnHis	2.0 h2o[c] + ileasnhis[c] <=> asn_L[c] + his_L[c] + ile_L[c] 	Peptide metabolism						
ILEASPr	Metabolism (Formation/Degradation) of IleAsp	h2o[c] + ileasp[c] <=> asp_L[c] + ile_L[c] 	Peptide metabolism						
ILEGLNGLUr	Metabolism (Formation/Degradation) of IleGlnGlu	2.0 h2o[c] + ileglnglu[c] <=> gln_L[c] + glu_L[c] + ile_L[c] 	Peptide metabolism						
ILEGLYARGr	Metabolism (Formation/Degradation) of IleGlyArg	2.0 h2o[c] + ileglyarg[c] <=> arg_L[c] + gly[c] + ile_L[c] 	Peptide metabolism						
ILEPROLYSr	Metabolism (Formation/Degradation) of IleProLys	2.0 h2o[c] + ileprolys[c] <=> ile_L[c] + lys_L[c] + pro_L[c] 	Peptide metabolism						
ILESERARGr	Metabolism (Formation/Degradation) of IleSerArg	2.0 h2o[c] + ileserarg[c] <=> arg_L[c] + ile_L[c] + ser_L[c] 	Peptide metabolism						
ILETRPTYRr	Metabolism (Formation/Degradation) of IleTrptyr	2.0 h2o[c] + iletrptyr[c] <=> ile_L[c] + trp_L[c] + tyr_L[c] 	Peptide metabolism						
LEUALAARGr	Metabolism (Formation/Degradation) of LeuAlaArg	2.0 h2o[c] + leualaarg[c] <=> ala_L[c] + arg_L[c] + leu_L[c] 	Peptide metabolism						
LEUASNASPr	Metabolism (Formation/Degradation) of LeuAsnAsp	2.0 h2o[c] + leuasnasp[c] <=> asn_L[c] + asp_L[c] + leu_L[c] 	Peptide metabolism						
LEUASPLYSr	Metabolism (Formation/Degradation) of LeuAspLys	2.0 h2o[c] + leuasplys[c] <=> asp_L[c] + leu_L[c] + lys_L[c] 	Peptide metabolism						
LEULEUTRPr	Metabolism (Formation/Degradation) of LeuLeuTrp	2.0 h2o[c] + leuleutrp[c] <=> 2.0 leu_L[c] + trp_L[c] 	Peptide metabolism						
LEUPROr	Metabolism (Formation/Degradation) of LeuPro	h2o[c] + leupro[c] <=> leu_L[c] + pro_L[c] 	Peptide metabolism						
LEUPROARGr	Metabolism (Formation/Degradation) of LeuProArg	2.0 h2o[c] + leuproarg[c] <=> arg_L[c] + leu_L[c] + pro_L[c] 	Peptide metabolism						
LEUSERTRPr	Metabolism (Formation/Degradation) of LeuSerTrp	2.0 h2o[c] + leusertrp[c] <=> leu_L[c] + ser_L[c] + trp_L[c] 	Peptide metabolism						
LEUTRPr	Metabolism (Formation/Degradation) of LeuTrp	h2o[c] + leutrp[c] <=> leu_L[c] + trp_L[c] 	Peptide metabolism						
LEUTRPARGr	Metabolism (Formation/Degradation) of LeuTrpArg	2.0 h2o[c] + leutrparg[c] <=> arg_L[c] + leu_L[c] + trp_L[c] 	Peptide metabolism						
