rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
r1175,EC:3.1.1.13,Unassigned,4324,3.1.1.13,CEL; LIPA,"1.00 * Water [r] + 1.00 * Cholesterol-ester-stea [r] --> 1.00 * cholesterol [r] + 1.00 * stearidonic acid C18:4, n-3 [r]
CEL; LIPA",0
r1176,EC:3.1.1.13,Unassigned,4325,3.1.1.13,CEL; LIPA,"1.00 * Water [l] + 1.00 * Cholesterol-ester-stea [l] --> 1.00 * cholesterol [l] + 1.00 * stearidonic acid C18:4, n-3 [l]
CEL; LIPA",0
r1177,EC:3.1.1.13,Unassigned,4326,3.1.1.13,CEL; LIPA,"1.00 * Water [r] + 1.00 * Cholesterol-ester-ol [r] --> 1.00 * proton [r] + 1.00 * cholesterol [r] + 1.00 * octadecenoate (n-C18:1) [r]
CEL; LIPA",0
r1178,EC:3.1.1.13,Unassigned,4327,3.1.1.13,CEL; LIPA,"1.00 * Water [l] + 1.00 * Cholesterol-ester-ol [l] --> 1.00 * proton [l] + 1.00 * cholesterol [l] + 1.00 * octadecenoate (n-C18:1) [l]
CEL; LIPA",0
r1179,EC:3.1.1.13,Unassigned,4328,3.1.1.13,CEL; LIPA,"1.00 * Water [r] + 1.00 * Cholesterol-ester-lin [r] --> 1.00 * proton [r] + 1.00 * cholesterol [r] + 1.00 * linoleate [r]
CEL; LIPA",0
r1180,EC:3.1.1.13,Unassigned,4329,3.1.1.13,CEL; LIPA,"1.00 * Water [l] + 1.00 * Cholesterol-ester-lin [l] --> 1.00 * proton [l] + 1.00 * cholesterol [l] + 1.00 * linoleate [l]
CEL; LIPA",0
r1181,EC:3.1.1.13,Unassigned,4330,3.1.1.13,CEL; LIPA,"1.00 * Water [r] + 1.00 * Cholesterol-ester-ala [r] --> 1.00 * proton [r] + 1.00 * cholesterol [r] + 1.00 * alpha-linolenate [r]
CEL; LIPA",0
r1182,EC:3.1.1.13,Unassigned,4331,3.1.1.13,CEL; LIPA,"1.00 * Water [r] + 1.00 * Cholesterol-ester-gla [r] --> 1.00 * proton [r] + 1.00 * cholesterol [r] + 1.00 * gamma-linolenate [r]
CEL; LIPA",0
r1183,EC:3.1.1.13,Unassigned,4332,3.1.1.13,CEL; LIPA,"1.00 * Water [r] + 1.00 * Cholesterol-ester-arach [r] --> 1.00 * arachidonate [r] + 1.00 * proton [r] + 1.00 * cholesterol [r]
CEL; LIPA",0
r1184,EC:3.1.1.13,Unassigned,4333,3.1.1.13,CEL; LIPA,"1.00 * Water [l] + 1.00 * Cholesterol-ester-arach [l] --> 1.00 * proton [l] + 1.00 * cholesterol [l] + 1.00 * arachidonate [l]
CEL; LIPA",0
r1185,EC:2.3.1.15,Unassigned,4334,2.3.1.15,GPAT3; GPAT4,"1.00 * Palmitoyl-CoA (n-C16:0CoA) [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * Coenzyme A [c] + 1.00 * 1-Acylglycerol-3P-palm [c]
GPAT3; GPAT4",0
r1186,EC:2.3.1.15,Unassigned,4335,2.3.1.15,GPAT3; GPAT4,"1.00 * trans-Hexadec-2-enoyl-CoA [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * Coenzyme A [c] + 1.00 * 1-Acylglycerol-3P-palmn [c]
GPAT3; GPAT4",0
r1187,EC:2.3.1.15,Unassigned,4336,2.3.1.15,GPAT3; GPAT4,"1.00 * Stearoyl-CoA (n-C18:0CoA) [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * Coenzyme A [c] + 1.00 * 1-Acylglycerol-3P-stea [c]
GPAT3; GPAT4",0
r1188,EC:2.3.1.15,Unassigned,4337,2.3.1.15,GPAT3; GPAT4,"1.00 * Octadecenoyl-CoA (n-C18:1CoA) [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * Coenzyme A [c] + 1.00 * 1-Acylglycerol-3P-ol [c]
GPAT3; GPAT4",0
r1189,EC:2.3.1.15,Unassigned,4338,2.3.1.15,GPAT3; GPAT4,"1.00 * linoleic coenzyme A [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * Coenzyme A [c] + 1.00 * 1-Acylglycerol-3P-lin [c]
GPAT3; GPAT4",0
r1190,EC:2.3.1.15,Unassigned,4339,2.3.1.15,GPAT3; GPAT4,"1.00 * arachidonoyl-CoA(4-) [c] + 1.00 * Glycerol 3-phosphate [c] --> 1.00 * Coenzyme A [c] + 1.00 * 1-Acylglycerol-3P-arach [c]
GPAT3; GPAT4",0
r1251,EC:6.2.1.3,Fatty acid oxidation,4340,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [r] + 1.00 * Coenzyme A [r] + 1.00 * Hexadecenoate (n-C16:1) [r] --> 1.00 * AMP [r] + 1.00 * Diphosphate [r] + 1.00 * trans-Hexadec-2-enoyl-CoA [r]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1252,EC:6.2.1.3,Fatty acid oxidation,4341,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * Hexadecenoate (n-C16:1) [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * trans-Hexadec-2-enoyl-CoA [c]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1253,EC:6.2.1.3,Fatty acid oxidation,4342,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [r] + 8.00 * proton [r] + 1.00 * Coenzyme A [r] + 1.00 * stearidonic acid C18:4, n-3 [r] --> 1.00 * AMP [r] + 1.00 * Diphosphate [r] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [r]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1254,EC:6.2.1.3,Fatty acid oxidation,4343,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [c] + 8.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * stearidonic acid C18:4, n-3 [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1255,EC:6.2.1.3,Fatty acid oxidation,4344,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [r] + 1.00 * Coenzyme A [r] + 1.00 * octadecenoate (n-C18:1) [r] --> 1.00 * AMP [r] + 1.00 * Diphosphate [r] + 1.00 * Octadecenoyl-CoA (n-C18:1CoA) [r]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1257,EC:6.2.1.3,Fatty acid oxidation,4345,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [r] + 1.00 * Coenzyme A [r] + 1.00 * linoleate [r] --> 1.00 * AMP [r] + 1.00 * Diphosphate [r] + 1.00 * linoleic coenzyme A [r]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1259,EC:6.2.1.3,Fatty acid oxidation,4346,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [r] + 1.00 * Coenzyme A [r] + 1.00 * alpha-linolenate [r] --> 1.00 * AMP [r] + 1.00 * Diphosphate [r] + 1.00 * gamma-linolenoyl-CoA(4-) [r]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1260,EC:6.2.1.3,Fatty acid oxidation,4347,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * ATP [r] + 1.00 * Coenzyme A [r] + 1.00 * gamma-linolenate [r] --> 1.00 * AMP [r] + 1.00 * Diphosphate [r] + 1.00 * gamma-linolenoyl-CoA(4-) [r]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1262,EC:6.2.1.3,Fatty acid oxidation,4348,6.2.1.3,ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2,"1.00 * arachidonate [r] + 1.00 * ATP [r] + 1.00 * Coenzyme A [r] --> 1.00 * AMP [r] + 1.00 * Diphosphate [r] + 1.00 * arachidonoyl-CoA(4-) [r]
ACSBG2; ACSL1; ACSL3; ACSL4; ACSL5; ACSL6; SLC27A2",0
r1290,Postulated transport reaction,Unassigned,4349,6.2.1.3,,"1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * Flavin adenine dinucleotide oxidized [c] --> 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Flavin adenine dinucleotide reduced [c]
No genes",0
r1291,Postulated transport reaction,"Transport, mitochondrial",4350,6.2.1.3,,"1.00 * Propanoyl-CoA [c] --> 1.00 * Propanoyl-CoA [m]
No genes",0
r1292,Postulated transport reaction,"Transport, peroxisomal",4351,6.2.1.3,,"1.00 * Propanoyl-CoA [c] --> 1.00 * Propanoyl-CoA [x]
No genes",0
r1293,ADF Protein assembly,Exchange/demand reaction,4352,N/A,TXN1,"420.00 * Water [c] + 420.00 * ATP [c] + 10.00 * L-glutamate(1-) [c] + 7.00 * L-aspartate(1-) [c] + 3.00 * L-asparagine [c] + 8.00 * L-alanine [c] + 5.00 * L-cysteine [c] + 5.00 * L-glutamine [c] + 5.00 * Glycine [c] + 7.00 * L-serine [c] + 4.00 * L-threonine [c] + 12.00 * L-lysinium(1+) [c] + 3.00 * L-methionine [c] + 1.00 * L-histidine [c] + 1.00 * L-tyrosine [c] + 4.00 * L-isoleucine [c] + 6.00 * L-leucine [c] + 1.00 * L-tryptophan [c] + 9.00 * L-phenylalanine [c] + 3.00 * L-proline [c] + 11.00 * L-valine [c] --> 315.00 * ADP [c] + 315.00 * hydrogenphosphate [c] + 105.00 * AMP [c] + 105.00 * Diphosphate [c] + 1.00 * Reduced thioredoxin [c]
TXN1",0
r1294,MTRX Protein assembly,Exchange/demand reaction,4353,N/A,TXN2,"664.00 * Water [c] + 664.00 * ATP [c] + 6.00 * L-glutamate(1-) [c] + 12.00 * L-aspartate(1-) [c] + 4.00 * L-asparagine [c] + 11.00 * L-alanine [c] + 3.00 * L-cysteine [c] + 10.00 * L-glutamine [c] + 10.00 * Glycine [c] + 8.00 * L-serine [c] + 12.00 * L-threonine [c] + 11.00 * L-lysinium(1+) [c] + 9.00 * L-argininium(1+) [c] + 4.00 * L-methionine [c] + 3.00 * L-histidine [c] + 2.00 * L-tyrosine [c] + 9.00 * L-isoleucine [c] + 15.00 * L-leucine [c] + 2.00 * L-tryptophan [c] + 6.00 * L-phenylalanine [c] + 12.00 * L-proline [c] + 17.00 * L-valine [c] --> 498.00 * ADP [c] + 498.00 * hydrogenphosphate [c] + 166.00 * AMP [c] + 166.00 * Diphosphate [c] + 1.00 * Reduced thioredoxin [c]
TXN2",0
r1298,Vesicular transport,"Transport, lysosomal",4354,N/A,,"1.00 * gamma-linolenate [l] --> 1.00 * gamma-linolenate [r]
No genes",0
r1299,Vesicular transport,"Transport, lysosomal",4355,N/A,,"1.00 * gamma-linolenate [c] --> 1.00 * gamma-linolenate [l]
No genes",0
r1301,Vesicular transport,"Transport, lysosomal",4356,N/A,,"1.00 * octadecenoate (n-C18:1) [l] --> 1.00 * octadecenoate (n-C18:1) [r]
No genes",0
r1302,Vesicular transport,"Transport, lysosomal",4357,N/A,,"1.00 * octadecenoate (n-C18:1) [l] --> 1.00 * octadecenoate (n-C18:1) [c]
No genes",0
r1303,Vesicular transport,"Transport, endoplasmic reticular",4358,N/A,,"1.00 * Hexadecenoate (n-C16:1) [l] --> 1.00 * Hexadecenoate (n-C16:1) [r]
No genes",0
r1304,Vesicular transport,"Transport, lysosomal",4359,N/A,,"1.00 * Hexadecenoate (n-C16:1) [c] --> 1.00 * Hexadecenoate (n-C16:1) [l]
No genes",0
r1313,"3-oxoacyl-ACP synthase, mitochondrial  Polyunsaturated fatty acid biosynthesis EC:2.3.1.85",Fatty acid synthesis,4360,2.3.1.85,OXSM,"1.00 * proton [c] + 1.00 * Palmitoyl-ACP (n-C16:0ACP) [c] + 1.00 * Malonyl-[acyl-carrier protein] [c] --> 1.00 * carbon dioxide [c] + 1.00 * acyl carrier protein [c] + 1.00 * 3-Oxostearoyl-ACP [c]
OXSM",0
r1314,fatty acid synthase  Polyunsaturated fatty acid biosynthesis EC:2.3.1.85,Fatty acid synthesis,4361,2.3.1.85,FASN,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 3-Oxostearoyl-ACP [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 3-Hydroxystearoyl-ACP [c]
FASN",0
r1315,fatty acid synthase  Polyunsaturated fatty acid biosynthesis EC:2.3.1.85,Fatty acid synthesis,4362,2.3.1.85,FASN,"1.00 * 3-Hydroxystearoyl-ACP [c] --> 1.00 * Water [c] + 1.00 * (2E)-Octadecenoyl-ACP [c]
FASN",0
r1316,fatty acid synthase  Polyunsaturated fatty acid biosynthesis EC:2.3.1.85,Fatty acid synthesis,4363,2.3.1.85,FASN,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * (2E)-Octadecenoyl-ACP [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * Stearoyl-ACP [c]
FASN",0
r1317,oleoyl-ACP hydrolase  EC:2.3.1.85,Fatty acid synthesis,4364,2.3.1.85,OLAH,"1.00 * Water [c] + 1.00 * Stearoyl-ACP [c] --> 1.00 * acyl carrier protein [c] + 1.00 * stearidonic acid C18:4, n-3 [c]
OLAH",0
r1318,Transport reaction,"Transport, endoplasmic reticular",4365,N/A,,"1.00 * linoleic coenzyme A [c] --> 1.00 * linoleic coenzyme A [r]
No genes",0
r1319,Virtual reaction/potential definition,Unassigned,4366,N/A,,"1.00 * Water [c] + 1.00 * ATP [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * ATP-energy [c]
No genes",0
r1320,Virtual reaction/potential definition,Unassigned,4367,N/A,,"1.00 * Water [m] + 1.00 * ATP [m] --> 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * ATP-energy [m]
No genes",0
r1321,Virtual reaction/potential definition,Unassigned,4368,N/A,,"1.00 * Nicotinamide adenine dinucleotide - reduced [r] --> 1.00 * Nicotinamide adenine dinucleotide [r] + 1.00 * NADH-redox-potential [r]
No genes",0
r1322,Virtual reaction/potential definition,Unassigned,4369,N/A,,"1.00 * Nicotinamide adenine dinucleotide - reduced [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * NADH-redox-potential [c]
No genes",0
r1323,Virtual reaction/potential definition,Unassigned,4370,N/A,,"1.00 * Nicotinamide adenine dinucleotide - reduced [m] --> 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * NADH-redox-potential [m]
No genes",0
r1324,Virtual reaction/potential definition,Unassigned,4371,N/A,,"1.00 * Nicotinamide adenine dinucleotide - reduced [x] --> 1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * NADH-redox-potential [x]
No genes",0
r1325,Virtual reaction/potential definition,Unassigned,4372,N/A,,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * NADPH-redox-potential [r]
No genes",0
r1326,Virtual reaction/potential definition,Unassigned,4373,N/A,,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * NADPH-redox-potential [c]
No genes",0
r1327,Virtual reaction/potential definition,Unassigned,4374,N/A,,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * NADPH-redox-potential [m]
No genes",0
r1328,Virtual reaction/potential definition,Unassigned,4375,N/A,,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [x] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [x] + 1.00 * NADPH-redox-potential [x]
No genes",0
r1329,Virtual reaction/potential definition,Unassigned,4376,N/A,,"1.00 * Flavin adenine dinucleotide reduced [c] --> 1.00 * Flavin adenine dinucleotide oxidized [c] + 1.00 * FADH-redox-potential [c]
No genes",0
r1330,Virtual reaction/potential definition,Miscellaneous,4377,N/A,,"1.00 * proton [m] --> 1.00 * proton [c] + 1.00 * Proton-gradient [m]
No genes",0
r1331,Virtual reaction/potential definition,Miscellaneous,4378,N/A,,"1.00 * proton [c] --> 1.00 * proton [e] + 1.00 * Proton-gradient [c]
No genes",0
r1332,Virtual reaction/potential definition,Unassigned,4379,N/A,,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] --> 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * activated-sulphur [c]
No genes",0
r1333,Protein degradation,Exchange/demand reaction,4380,N/A,,"304.00 * Water [c] + 304.00 * ATP [c] + 1.00 * Albumin [c] --> 304.00 * ADP [c] + 304.00 * hydrogenphosphate [c] + 62.00 * L-glutamate(1-) [c] + 36.00 * L-aspartate(1-) [c] + 17.00 * L-asparagine [c] + 63.00 * L-alanine [c] + 35.00 * L-cysteine [c] + 20.00 * L-glutamine [c] + 13.00 * Glycine [c] + 28.00 * L-serine [c] + 29.00 * L-threonine [c] + 60.00 * L-lysinium(1+) [c] + 27.00 * L-argininium(1+) [c] + 7.00 * L-methionine [c] + 16.00 * L-histidine [c] + 19.00 * L-tyrosine [c] + 9.00 * L-isoleucine [c] + 64.00 * L-leucine [c] + 2.00 * L-tryptophan [c] + 35.00 * L-phenylalanine [c] + 24.00 * L-proline [c] + 43.00 * L-valine [c]
No genes",0
r1334,Protein degradation,Exchange/demand reaction,4381,N/A,,"304.00 * Water [l] + 1.00 * Albumin [l] + 304.00 * ATP [l] --> 304.00 * hydrogenphosphate [l] + 63.00 * L-alanine [l] + 62.00 * L-glutamate(1-) [l] + 13.00 * Glycine [l] + 24.00 * L-proline [l] + 9.00 * L-isoleucine [l] + 304.00 * ADP [l] + 29.00 * L-threonine [l] + 27.00 * L-argininium(1+) [l] + 17.00 * L-asparagine [l] + 36.00 * L-aspartate(1-) [l] + 35.00 * L-cysteine [l] + 20.00 * L-glutamine [l] + 16.00 * L-histidine [l] + 64.00 * L-leucine [l] + 60.00 * L-lysinium(1+) [l] + 7.00 * L-methionine [l] + 35.00 * L-phenylalanine [l] + 28.00 * L-serine [l] + 2.00 * L-tryptophan [l] + 19.00 * L-tyrosine [l] + 43.00 * L-valine [l]
No genes",0
r1335,Protein degradation,Exchange/demand reaction,4382,N/A,,"211.00 * Water [c] + 211.00 * ATP [c] + 1.00 * Antichymotrypsin [c] --> 211.00 * ADP [c] + 211.00 * hydrogenphosphate [c] + 29.00 * L-glutamate(1-) [c] + 25.00 * L-aspartate(1-) [c] + 19.00 * L-asparagine [c] + 34.00 * L-alanine [c] + 3.00 * L-cysteine [c] + 17.00 * L-glutamine [c] + 16.00 * Glycine [c] + 30.00 * L-serine [c] + 29.00 * L-threonine [c] + 26.00 * L-lysinium(1+) [c] + 16.00 * L-argininium(1+) [c] + 14.00 * L-methionine [c] + 9.00 * L-histidine [c] + 9.00 * L-tyrosine [c] + 20.00 * L-isoleucine [c] + 59.00 * L-leucine [c] + 3.00 * L-tryptophan [c] + 25.00 * L-phenylalanine [c] + 16.00 * L-proline [c] + 24.00 * L-valine [c]
No genes",0
r1336,Protein degradation,Exchange/demand reaction,4383,N/A,,"211.00 * Water [l] + 1.00 * Antichymotrypsin [l] + 211.00 * ATP [l] --> 211.00 * hydrogenphosphate [l] + 34.00 * L-alanine [l] + 29.00 * L-glutamate(1-) [l] + 16.00 * Glycine [l] + 16.00 * L-proline [l] + 20.00 * L-isoleucine [l] + 211.00 * ADP [l] + 29.00 * L-threonine [l] + 16.00 * L-argininium(1+) [l] + 19.00 * L-asparagine [l] + 25.00 * L-aspartate(1-) [l] + 3.00 * L-cysteine [l] + 17.00 * L-glutamine [l] + 9.00 * L-histidine [l] + 59.00 * L-leucine [l] + 26.00 * L-lysinium(1+) [l] + 14.00 * L-methionine [l] + 25.00 * L-phenylalanine [l] + 30.00 * L-serine [l] + 3.00 * L-tryptophan [l] + 9.00 * L-tyrosine [l] + 24.00 * L-valine [l]
No genes",0
r1337,Protein degradation,Exchange/demand reaction,4384,N/A,,"209.00 * Water [c] + 209.00 * ATP [c] + 1.00 * Antitrypsin [c] --> 209.00 * ADP [c] + 209.00 * hydrogenphosphate [c] + 32.00 * L-glutamate(1-) [c] + 24.00 * L-aspartate(1-) [c] + 19.00 * L-asparagine [c] + 26.00 * L-alanine [c] + 3.00 * L-cysteine [c] + 18.00 * L-glutamine [c] + 24.00 * Glycine [c] + 25.00 * L-serine [c] + 30.00 * L-threonine [c] + 34.00 * L-lysinium(1+) [c] + 7.00 * L-argininium(1+) [c] + 10.00 * L-methionine [c] + 13.00 * L-histidine [c] + 6.00 * L-tyrosine [c] + 20.00 * L-isoleucine [c] + 51.00 * L-leucine [c] + 3.00 * L-tryptophan [c] + 27.00 * L-phenylalanine [c] + 19.00 * L-proline [c] + 27.00 * L-valine [c]
No genes",0
r1338,Protein degradation,Exchange/demand reaction,4385,N/A,,"209.00 * Water [l] + 1.00 * Antitrypsin [l] + 209.00 * ATP [l] --> 209.00 * hydrogenphosphate [l] + 26.00 * L-alanine [l] + 32.00 * L-glutamate(1-) [l] + 24.00 * Glycine [l] + 19.00 * L-proline [l] + 20.00 * L-isoleucine [l] + 209.00 * ADP [l] + 30.00 * L-threonine [l] + 7.00 * L-argininium(1+) [l] + 19.00 * L-asparagine [l] + 24.00 * L-aspartate(1-) [l] + 3.00 * L-cysteine [l] + 18.00 * L-glutamine [l] + 13.00 * L-histidine [l] + 51.00 * L-leucine [l] + 34.00 * L-lysinium(1+) [l] + 10.00 * L-methionine [l] + 27.00 * L-phenylalanine [l] + 25.00 * L-serine [l] + 3.00 * L-tryptophan [l] + 6.00 * L-tyrosine [l] + 27.00 * L-valine [l]
No genes",0
r1339,Protein degradation,Exchange/demand reaction,4386,N/A,,"133.00 * Water [c] + 133.00 * ATP [c] + 1.00 * ApoA1 [c] --> 133.00 * ADP [c] + 133.00 * hydrogenphosphate [c] + 30.00 * L-glutamate(1-) [c] + 16.00 * L-aspartate(1-) [c] + 5.00 * L-asparagine [c] + 23.00 * L-alanine [c] + 19.00 * L-glutamine [c] + 11.00 * Glycine [c] + 16.00 * L-serine [c] + 12.00 * L-threonine [c] + 22.00 * L-lysinium(1+) [c] + 17.00 * L-argininium(1+) [c] + 4.00 * L-methionine [c] + 6.00 * L-histidine [c] + 7.00 * L-tyrosine [c] + 41.00 * L-leucine [c] + 5.00 * L-tryptophan [c] + 8.00 * L-phenylalanine [c] + 10.00 * L-proline [c] + 15.00 * L-valine [c]
No genes",0
r1340,Protein degradation,Exchange/demand reaction,4387,N/A,,"133.00 * Water [l] + 133.00 * ATP [l] + 1.00 * ApoA1 [l] --> 133.00 * hydrogenphosphate [l] + 23.00 * L-alanine [l] + 30.00 * L-glutamate(1-) [l] + 11.00 * Glycine [l] + 10.00 * L-proline [l] + 133.00 * ADP [l] + 12.00 * L-threonine [l] + 17.00 * L-argininium(1+) [l] + 5.00 * L-asparagine [l] + 16.00 * L-aspartate(1-) [l] + 19.00 * L-glutamine [l] + 6.00 * L-histidine [l] + 41.00 * L-leucine [l] + 22.00 * L-lysinium(1+) [l] + 4.00 * L-methionine [l] + 8.00 * L-phenylalanine [l] + 16.00 * L-serine [l] + 5.00 * L-tryptophan [l] + 7.00 * L-tyrosine [l] + 15.00 * L-valine [l]
No genes",0
r1341,Protein degradation,Exchange/demand reaction,4388,N/A,,"2280.00 * Water [c] + 2280.00 * ATP [c] + 1.00 * ApoB100 [c] --> 2280.00 * ADP [c] + 2280.00 * hydrogenphosphate [c] + 298.00 * L-glutamate(1-) [c] + 233.00 * L-aspartate(1-) [c] + 247.00 * L-asparagine [c] + 275.00 * L-alanine [c] + 25.00 * L-cysteine [c] + 230.00 * L-glutamine [c] + 207.00 * Glycine [c] + 392.00 * L-serine [c] + 300.00 * L-threonine [c] + 357.00 * L-lysinium(1+) [c] + 150.00 * L-argininium(1+) [c] + 79.00 * L-methionine [c] + 115.00 * L-histidine [c] + 151.00 * L-tyrosine [c] + 285.00 * L-isoleucine [c] + 533.00 * L-leucine [c] + 37.00 * L-tryptophan [c] + 224.00 * L-phenylalanine [c] + 171.00 * L-proline [c] + 252.00 * L-valine [c]
No genes",0
r1342,Protein degradation,Exchange/demand reaction,4389,N/A,,"2280.00 * Water [l] + 2280.00 * ATP [l] + 1.00 * ApoB100 [l] --> 2280.00 * hydrogenphosphate [l] + 275.00 * L-alanine [l] + 298.00 * L-glutamate(1-) [l] + 207.00 * Glycine [l] + 171.00 * L-proline [l] + 285.00 * L-isoleucine [l] + 2280.00 * ADP [l] + 300.00 * L-threonine [l] + 150.00 * L-argininium(1+) [l] + 247.00 * L-asparagine [l] + 233.00 * L-aspartate(1-) [l] + 25.00 * L-cysteine [l] + 230.00 * L-glutamine [l] + 115.00 * L-histidine [l] + 533.00 * L-leucine [l] + 357.00 * L-lysinium(1+) [l] + 79.00 * L-methionine [l] + 224.00 * L-phenylalanine [l] + 392.00 * L-serine [l] + 37.00 * L-tryptophan [l] + 151.00 * L-tyrosine [l] + 252.00 * L-valine [l]
No genes",0
r1343,Protein degradation,Exchange/demand reaction,4390,N/A,,"41.00 * Water [c] + 41.00 * ATP [c] + 1.00 * ApoC1 [c] --> 41.00 * ADP [c] + 41.00 * hydrogenphosphate [c] + 8.00 * L-glutamate(1-) [c] + 4.00 * L-aspartate(1-) [c] + 1.00 * L-asparagine [c] + 5.00 * L-alanine [c] + 3.00 * L-glutamine [c] + 3.00 * Glycine [c] + 9.00 * L-serine [c] + 3.00 * L-threonine [c] + 9.00 * L-lysinium(1+) [c] + 4.00 * L-argininium(1+) [c] + 2.00 * L-methionine [c] + 4.00 * L-isoleucine [c] + 12.00 * L-leucine [c] + 1.00 * L-tryptophan [c] + 4.00 * L-phenylalanine [c] + 4.00 * L-proline [c] + 7.00 * L-valine [c]
No genes",0
r1344,Protein degradation,Exchange/demand reaction,4391,N/A,,"50.00 * Water [c] + 50.00 * ATP [c] + 1.00 * ApoC2 [c] --> 50.00 * ADP [c] + 50.00 * hydrogenphosphate [c] + 8.00 * L-glutamate(1-) [c] + 4.00 * L-aspartate(1-) [c] + 1.00 * L-asparagine [c] + 7.00 * L-alanine [c] + 8.00 * L-glutamine [c] + 5.00 * Glycine [c] + 9.00 * L-serine [c] + 10.00 * L-threonine [c] + 6.00 * L-lysinium(1+) [c] + 2.00 * L-argininium(1+) [c] + 3.00 * L-methionine [c] + 5.00 * L-tyrosine [c] + 1.00 * L-isoleucine [c] + 15.00 * L-leucine [c] + 1.00 * L-tryptophan [c] + 4.00 * L-phenylalanine [c] + 5.00 * L-proline [c] + 7.00 * L-valine [c]
No genes",0
